final_ID,From_Grade,To_Grade,Group_State,Days,Travel_Type,Departure_Month,Return_Month,Early_C,Days_LCtoDD,Cancelled_Pax,Total_Discount_Pax,Days_InitialOrgtoDD,SPR_Product_Type,FPP,Total_Pax,GroupGradeType,FPP_to_School_enrollment,Days_DeptoDD,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Group_Revenue,FPP_to_PAX,Num_of_Non_FPP_PAX,Poverty_Code,School_Type,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeType,SchoolSizeIndicator,Retained
1995,3,3,CA,1,A,4,4,1,224,12,5,389,CA History,107,125,PK->Middle,0.375053381136301,189,405,63,9,0.481185772293492,0.183451755663379,1,409,0.9609571240733,4,0,Private non-Christian,PK,8,341,P,0,0,0,0,Elementary->Elementary,S-M,1
1996,9,9,IN,16,T,6,6,1,281,9,2,411,East Coast,53,55,Middle->High,0.087202831982812,239,471,43,7,0.694588113490489,0.196555690877448,0,480,0.988841179205347,2,B,PUBLIC,7,12,594,H,1,2,387,247,Middle->Middle,M-L,0
1997,6,8,TX,7,A,6,6,1,265,6,6,431,East Coast,34,36,Elementary->Middle,0.073679353057524,228,1523,20,4,0.566046109875802,0.337277478065025,0,1581,0.87322047985653,5,B,PUBLIC,5,8,451,M,0,2,388,268,Middle->Middle,S-M,1
2000,9,9,OR,21,A,3,4,1,212,1,2,329,East Coast,24,30,Middle->Middle,0.045238341006289,113,2101,14,0,0.542914438832957,0.090710237843228,0,2076,0.93220712405417,2,B,PUBLIC,6,8,623,L,0,1,185,185,Middle->Middle,M-L,1
2002,7,9,CO,10,A,6,6,1,275,4,1,466,Science,13,18,Middle->Middle,0.061131270966024,193,1913,13,3,0.875675624238058,0.518707663466837,0,1837,0.947812859432179,1,B,PUBLIC,6,8,226,I,0,1,432,432,Middle->Middle,S,0
2003,4,4,CA,16,A,5,6,1,268,1,5,445,East Coast,49,46,K->Middle,0.14691644649358,241,2584,27,0,0.672995404449406,0.076054751738342,0,2870,0.874414359030747,4,0,Private non-Christian,K,6,263,Q,0,1,232,232,Elementary->Elementary,S,1
2004,5,7,CA,19,A,6,6,0,326,6,1,385,East Coast,15,14,Middle->Middle,0.010229732380998,219,2555,10,4,0.712643135937793,0.191954190985132,0,2540,0.890802048124577,1,B,PUBLIC,6,8,1387,L,1,1,267,264,Middle->Middle,L,1
2005,10,10,MO,13,T,3,3,1,225,1,5,501,East Coast,34,42,Middle->Middle,0.046379335875864,154,1085,20,2,0.573109404495802,0.282666414032638,0,1118,0.939429463965001,4,B,PUBLIC,6,8,756,G,0,2,338,202,Middle->Middle,M-L,1
2006,8,8,KS,15,A,5,6,1,291,5,1,391,East Coast,34,30,Middle->Middle,0.090138791256741,202,1450,22,4,0.646261000601112,0.263833157851679,0,1548,0.950033457694886,1,C,PUBLIC,8,8,335,C,0,1,263,276,Middle->Middle,S-M,1
2007,9,10,FL,18,A,3,4,1,205,8,2,373,East Coast,17,20,Middle->Middle,0.033790928021797,132,1581,14,3,0.75647156652362,0.11590634824304,0,1509,0.898409835989633,2,B,PUBLIC,6,8,506,J,1,1,212,194,Middle->Middle,S-M,1
2008,6,6,CA,23,A,3,4,1,192,11,3,346,East Coast,50,51,Middle->Middle,0.03654981584439,158,2343,24,9,0.55241158116263,0.135514814208946,0,2247,0.918088085556828,4,C,PUBLIC,6,8,1250,J,0,1,188,200,Middle->Middle,L,1
2009,8,9,TX,16,A,6,6,1,270,3,2,378,East Coast,16,21,Middle->Middle,0.086779684699198,233,1678,13,3,0.710944609328886,0.166094415634303,0,1718,0.912135655833234,2,B,PUBLIC,6,8,191,Z,1,1,285,274,Middle->Middle,S,0
2010,9,10,TX,17,A,6,6,1,326,6,1,467,East Coast,30,26,PK->Middle,0.0676170517263,255,1730,20,4,0.860171555802266,0.320516129936305,0,1658,0.95242105479162,1,0,Catholic,PK,8,340,E,1,2,371,249,Middle->Middle,S-M,1
2012,7,7,NE,19,A,5,5,1,277,1,1,353,East Coast,7,8,PK->Middle,0.016825247958356,205,1426,4,1,0.586714154482064,0.313663423712083,0,1513,0.884788211439017,1,0,Catholic,PK,8,377,P,0,2,350,231,Middle->Middle,S-M,1
2014,7,7,CA,10,A,6,6,1,313,6,1,422,East Coast,9,11,Middle->Middle,0.004722450508753,266,1664,5,3,0.5435234787583,0.113511692105095,0,1987,0.865727067133516,1,C,PUBLIC,6,8,1934,H,1,1,262,274,Middle->Middle,L,0
2015,8,8,NH,8,A,4,4,1,226,3,4,339,East Coast,48,46,Middle->Middle,0.154075198282575,179,901,28,3,0.597664966878816,0.232583831378241,0,1076,0.901156311482756,4,0,Catholic,7,8,289,L,0,1,229,223,Middle->Middle,S,1
2018,9,10,ID,12,A,3,3,1,202,4,2,394,East Coast,22,22,Middle->Middle,0.069881661664525,175,1969,16,5,0.805608225998408,0.242593358657693,0,1887,0.914245517427874,2,B,PUBLIC,6,8,328,I,0,2,367,179,Middle->High,S,0
2019,8,8,CA,10,A,5,6,1,300,0,2,378,East Coast,17,21,K->Middle,0.070332273503235,196,1586,7,0,0.405549983206802,0.490402010796207,0,1752,0.918753390813523,2,0,Private non-Christian,K,8,251,Q,0,1,253,244,Middle->Middle,S,1
2020,10,11,UT,13,A,5,6,1,277,0,1,366,East Coast,9,9,Middle->High,0.014046088751294,197,1972,3,0,0.381966436273232,0.241596098408168,0,1870,0.856289312403271,1,B,PUBLIC,7,9,563,N,0,1,212,230,Middle->High,S-M,0
2021,8,9,WA,21,A,3,4,1,182,1,1,407,Science,7,7,Middle->Middle,0.008551798577546,153,2162,4,1,0.57293960203564,0.782486726236518,0,2193,0.849448947649219,1,B,PUBLIC,6,8,764,P,0,0,0,0,Middle->Middle,L,0
2022,7,8,MT,14,A,5,6,1,295,9,5,483,East Coast,55,56,Middle->Middle,0.045842767652013,224,2667,35,7,0.665889360532848,0.302936103549815,0,2834,0.899484310893453,5,C,PUBLIC,6,8,1023,E,0,2,450,255,Middle->Middle,L,1
2023,6,12,KY,10,A,4,4,0,241,0,1,265,East Coast,6,8,K->High,0.055292869236301,183,1788,6,0,0.976652022578853,0.0,0,1544,0.833466653996367,1,0,CHD,K,9,115,I,1,2,198,157,Elementary->High,S,0
2026,8,9,IL,8,A,5,6,0,281,1,5,282,East Coast,31,31,Middle->Middle,0.056194810409699,233,1087,18,1,0.756153965947437,0.203203914403582,0,939,0.802228207641248,5,B,PUBLIC,7,8,428,B,0,0,0,0,Middle->Middle,S-M,1
2027,6,8,CA,24,A,4,4,1,391,8,1,400,Science,13,14,Middle->Middle,0.012516768841295,139,2478,9,3,0.660265430379963,0.224272315831383,0,2420,0.95790029919345,1,B,PUBLIC,7,8,893,Q,0,2,331,298,Middle->High,L,0
2028,8,8,FL,18,T,5,5,1,255,24,7,448,East Coast,39,56,Middle->Middle,0.052186284033202,225,1094,34,17,0.803174730454732,0.184154027590606,0,1171,0.807168348721319,9,C,PUBLIC,6,8,857,M,0,2,395,232,Middle->Middle,L,1
2030,10,10,OH,16,T,5,6,1,279,3,9,407,East Coast,76,74,Middle->Middle,0.180076492856104,202,767,37,3,0.572994376802061,0.242603986193906,0,759,0.920834023207071,7,B,PUBLIC,7,8,339,I,0,1,256,260,Middle->Middle,S-M,1
2034,10,11,NE,23,A,3,4,1,201,2,2,421,East Coast,21,24,Middle->High,0.142716618442485,158,1928,8,2,0.352478764609955,0.618685630476437,0,2122,0.902584859344301,2,B,PUBLIC,6,12,162,I,1,1,198,194,High->High,S,0
2035,9,10,CA,19,A,5,5,1,258,5,2,441,East Coast,38,40,PK->Middle,0.227172672954556,240,1897,15,3,0.404289296023793,0.128692823066001,0,2165,0.965157401485852,2,0,Catholic,PK,8,183,L,0,2,422,239,Middle->Middle,S,0
2037,3,3,CA,12,A,4,5,0,232,2,1,406,CA History,22,17,PK->Middle,0.100126685138777,124,742,0,0,0.0,0.0,1,756,0.915151905649164,1,0,CHD,PK,6,182,P,0,0,0,0,Elementary->Elementary,S,1
2038,9,9,CA,22,A,6,7,1,295,15,1,386,East Coast,18,18,K->Middle,0.021082241704717,231,2217,13,11,0.799954952798405,0.132428854986083,0,1991,0.987304268914479,1,B,PUBLIC,K,8,811,O,0,1,270,267,Middle->Middle,L,1
2039,9,9,AR,11,A,4,5,1,243,1,2,449,East Coast,22,22,PK->Middle,0.071146576630312,188,1636,11,1,0.609337577201676,0.209171041536435,0,1559,0.910676344098606,2,0,Catholic,PK,7,265,F,1,1,215,218,Middle->Middle,S,1
2042,10,10,MA,15,A,6,7,0,308,2,2,358,Science,20,26,Middle->Middle,0.028794992899904,261,2317,11,2,0.498299962659323,0.25738095701908,0,2505,0.885085774800725,2,A,PUBLIC,6,8,760,P,1,1,265,276,Middle->Middle,M-L,1
2043,6,6,WA,10,A,6,7,1,307,3,1,444,East Coast,15,17,Middle->Middle,0.017064432179756,232,1987,8,3,0.537827672875508,0.164492287894392,0,2160,0.967108372097941,1,B,PUBLIC,6,8,854,N,1,2,435,267,Middle->Middle,L,1
2044,6,6,IL,11,T,5,5,0,108,11,4,127,East Coast,25,33,PK->Middle,0.041116969550527,99,958,9,9,0.345586399884873,0.0,0,1007,0.833368965958585,5,C,PUBLIC,PK,8,632,P,1,1,124,107,Middle->Middle,M-L,1
2045,7,8,CA,23,A,4,5,1,267,2,1,357,East Coast,11,10,K->Middle,0.051990052065496,171,1765,2,2,0.191525014820892,0.447193363729492,0,2121,0.910153313469199,1,0,Catholic,K,8,173,E,0,1,249,238,Middle->Middle,S,0
2047,4,4,CA,2,A,4,4,0,244,6,2,369,CA History,59,58,K->Middle,0.045564848127457,173,387,33,5,0.604112258628804,0.174088123422062,1,378,0.980942767131136,2,B,PUBLIC,K,6,1368,Q,1,1,217,210,Elementary->Elementary,L,0
2049,5,7,CA,23,A,3,4,1,240,4,2,401,East Coast,17,17,Middle->Middle,0.023712478885858,152,2302,9,3,0.618816013014092,0.189148256136337,0,2396,0.913906704756125,2,B,PUBLIC,6,8,707,K,1,1,207,194,Middle->High,M-L,1
2050,8,8,CA,22,A,6,7,0,264,7,1,254,East Coast,5,6,Middle->Middle,0.005284460524523,221,1904,3,3,0.579618077731501,0.0,0,1947,0.812256887743283,1,C,PUBLIC,6,8,1016,G,0,1,246,238,Middle->Middle,L,1
2053,10,10,TX,12,A,3,3,1,229,17,6,381,East Coast,54,58,Middle->Middle,0.094171075158738,122,1747,29,13,0.573012132166801,0.237850787627311,0,1478,0.847063457505422,6,C,PUBLIC,6,8,442,C,0,1,204,204,Middle->Middle,S-M,1
2054,5,5,CA,9,A,5,5,1,239,9,2,359,CA History,84,81,PK->Middle,0.1481265764319,210,850,35,7,0.471855310456188,0.289267830015962,1,716,0.926425680601776,2,0,CHD,PK,8,549,Q,1,1,235,239,Elementary->Elementary,S-M,1
2056,9,9,CA,21,A,2,3,1,170,2,3,335,East Coast,35,33,Middle->Middle,0.044258672969997,127,2501,18,1,0.648012422573889,0.106747227631123,0,2164,0.931416064781792,4,B,PUBLIC,6,8,708,L,1,1,174,168,Middle->Middle,M-L,1
2057,7,8,TX,8,A,6,6,1,281,5,2,285,East Coast,18,17,Middle->Middle,0.029925880289097,220,1553,15,1,0.903004511258419,0.195240591554271,0,1767,0.873967719408726,2,C,PUBLIC,7,8,496,B,0,1,243,234,Middle->Middle,S-M,1
2058,10,10,CA,11,A,3,3,1,201,0,3,307,East Coast,22,26,K->Middle,0.07620784968601,127,2113,11,0,0.434824397342868,0.165757249136048,0,1919,0.902620769971761,3,0,Catholic,K,8,328,M,1,1,201,206,Middle->Middle,S,1
2061,9,9,NY,10,T,4,5,1,385,0,6,361,East Coast,64,63,K->High,0.064201288688722,167,698,0,0,0.0,0.0,0,699,0.854392028408027,7,0,CHD,K,12,939,Q,0,0,0,0,Middle->Middle,L,1
2062,7,9,CA,10,A,6,6,1,287,6,2,442,Science,7,9,K->Middle,0.04134079813864,201,1858,2,1,0.289801620218454,0.0,1,1912,0.768086975598147,2,0,CHD,K,8,174,P,1,2,388,234,Middle->Middle,S,1
2063,9,9,CA,39,A,4,5,1,192,5,2,352,East Coast,17,18,Middle->Middle,0.029968702939205,161,2363,14,6,0.69314790120636,0.274870504935476,0,2164,0.869660414111857,2,A,PUBLIC,6,8,550,O,0,1,191,193,Middle->Middle,M-L,1
2064,8,8,MI,22,T,6,7,1,321,3,2,454,East Coast,35,38,Middle->High,0.086792438269155,225,436,22,2,0.645005051195665,0.311530589539884,0,413,0.922610686555285,2,B,PUBLIC,6,12,407,J,0,1,265,255,Middle->Middle,S-M,1
2065,8,10,MN,8,A,6,6,1,267,0,2,375,East Coast,10,12,Elementary->High,0.068677582737973,224,1514,6,0,0.641986232250599,0.303189715313308,0,1453,0.847004998214828,2,C,PUBLIC,3,10,113,K,1,2,384,254,Middle->Middle,S,0
2067,5,6,WI,17,T,5,5,1,272,6,1,426,East Coast,24,21,PK->Middle,0.158855105244314,212,976,7,6,0.337728958636741,0.553477712368363,0,855,0.942818372113644,1,0,CHD,PK,8,119,K,0,2,367,242,Middle->Middle,S,0
2068,9,9,TX,15,A,6,6,1,278,10,3,409,East Coast,24,27,Middle->Middle,0.022587450771186,257,1331,18,8,0.784659102619036,0.093776353048888,0,1471,0.900534535040268,3,B,PUBLIC,6,8,1151,M,0,2,381,279,Middle->Middle,L,1
2069,9,10,OK,9,A,6,6,1,298,2,2,435,East Coast,34,29,Middle->Middle,0.030853242362931,244,1351,28,3,0.893033878539983,0.429590160092077,0,1491,0.913047390529879,2,A,PUBLIC,6,8,874,L,0,1,266,277,Middle->Middle,L,1
2071,7,8,WA,20,A,6,7,0,264,2,2,287,East Coast,31,35,Middle->High,0.043745767624026,227,2399,21,1,0.571617868893766,0.247711571324533,0,2386,0.962050217634361,2,A,PUBLIC,7,9,776,P,1,1,245,257,Middle->High,M-L,1
2073,7,8,CA,21,A,6,7,1,275,13,1,529,East Coast,17,16,K->Middle,0.012055348694305,229,2208,4,7,0.273473435381962,0.125510527903695,0,2125,0.947353372490615,1,B,PUBLIC,K,8,1287,E,1,2,433,267,Middle->Middle,L,0
2074,10,10,CA,18,A,4,5,1,263,5,3,385,East Coast,51,57,Middle->Middle,0.041875357793418,209,1964,30,3,0.663093626824166,0.209291743111244,0,1940,0.962370989746594,3,B,PUBLIC,6,8,1034,P,1,1,190,183,Middle->Middle,L,1
2077,5,6,MN,21,A,3,3,1,200,2,2,426,East Coast,40,39,K->Middle,0.056844913131441,123,1772,25,3,0.564077236368959,0.318795727364708,0,1509,0.932402092049021,2,B,PUBLIC,K,8,658,M,1,1,157,163,Middle->Middle,M-L,0
2079,7,8,OR,12,A,3,3,1,215,6,1,357,Science,9,9,Middle->Middle,0.023574825842825,135,2070,5,0,0.634884039097965,0.118885966408287,0,2127,0.852820133864155,1,C,PUBLIC,6,8,308,I,0,1,170,175,Middle->Middle,S,0
2080,8,8,TX,20,A,3,3,1,200,14,2,389,East Coast,26,27,Middle->Middle,0.026098973584344,124,2039,19,11,0.725416804769818,0.169760757234291,0,1841,0.937384534039292,3,C,PUBLIC,6,8,1039,K,0,1,177,170,Middle->Middle,L,1
2081,5,6,OH,14,T,6,6,1,265,5,2,422,East Coast,24,28,Middle->Middle,0.027937926693774,210,749,16,3,0.612895102421771,0.12019994162925,0,772,0.912540435512978,2,B,PUBLIC,6,8,992,F,0,1,251,250,Middle->Middle,L,1
2082,7,8,CA,13,A,5,6,1,272,2,2,416,East Coast,17,19,PK->Middle,0.049075673252072,215,1829,14,2,0.851390326216313,0.249962961927121,0,1946,0.872575640221467,2,0,Private non-Christian,PK,8,316,Q,0,1,253,258,Middle->Middle,S-M,1
2083,6,6,CA,19,A,3,4,1,222,9,10,394,East Coast,78,78,Middle->Middle,0.064197857525634,161,1914,54,6,0.773058926023836,0.191037443327315,0,1883,0.905226977653033,8,A,PUBLIC,6,8,1107,Q,1,1,205,205,Middle->Middle,L,1
2085,6,6,GA,20,T,4,4,0,236,6,6,215,East Coast,54,71,K->Elementary,0.060338083714784,162,487,35,6,0.52107184585132,0.118089618280491,0,439,0.882133184954394,7,B,PUBLIC,K,5,1130,O,1,1,224,212,Elementary->Elementary,L,1
2086,5,6,LA,22,T,5,5,1,238,13,2,400,East Coast,23,24,Middle->Middle,0.041641492238242,208,979,20,10,0.948470683630178,0.051544264723456,0,878,0.894996196699383,2,C,PUBLIC,6,8,557,E,0,2,365,225,Middle->Middle,S-M,0
2087,6,7,OK,17,A,5,6,1,275,13,1,489,East Coast,6,7,Middle->Middle,0.041595129069001,237,1500,2,13,0.406116736196456,0.184191562227617,0,1500,0.836149222527913,1,C,PUBLIC,6,8,121,G,0,2,388,251,Middle->Middle,S,0
2088,6,6,CA,9,A,5,5,0,257,4,1,380,CA History,24,22,PK->Middle,0.097924359149554,199,1003,14,2,0.587989291733923,0.182019646345024,0,926,0.943908755376214,1,0,Private non-Christian,PK,8,257,M,0,0,0,0,Elementary->Elementary,S,1
2089,8,8,TN,24,A,4,5,1,248,7,7,440,East Coast,66,60,Middle->Middle,0.079189706533331,190,1646,43,4,0.779575125668865,0.153374467126135,0,1560,0.911654472745867,8,C,PUBLIC,6,8,687,B,0,1,224,218,Middle->Middle,M-L,1
2090,9,9,MN,20,A,6,6,0,320,0,3,354,East Coast,56,55,PK->High,0.085328746541268,246,1664,37,0,0.669454065265283,0.166238604112442,0,1739,0.968273192205539,3,0,Private non-Christian,PK,12,704,M,1,1,263,244,Middle->Middle,M-L,1
2091,5,7,NC,13,A,6,6,0,272,3,1,249,Science,8,9,Middle->Middle,0.021459761868336,215,1981,2,4,0.243135522802984,0.208829245375273,0,1829,0.878520843566077,1,B,PUBLIC,6,8,376,F,1,1,229,231,Middle->Middle,S-M,1
2092,10,10,TN,17,T,5,6,1,279,18,4,451,East Coast,54,55,Middle->Middle,0.06105994511831,224,436,38,14,0.69019705461109,0.263483589330317,0,402,0.90174272600249,4,B,PUBLIC,6,8,804,I,1,2,445,247,Middle->Middle,L,1
2094,6,6,TX,12,A,6,6,0,315,1,1,366,East Coast,6,7,PK->High,0.010576671063388,245,1642,6,1,0.881599637196688,0.0,0,1683,0.840501703303782,1,B,PUBLIC,PK,12,697,L,0,1,284,275,Middle->Middle,M-L,1
2096,9,11,LA,17,A,1,2,1,90,3,1,291,East Coast,10,11,High->High,0.010761891159947,102,1892,9,4,0.889059230114119,0.103243290796335,0,1930,0.937052106101831,1,C,PUBLIC,10,12,875,I,0,1,102,102,High->High,L,1
2097,6,6,TX,7,A,3,3,1,203,2,1,357,East Coast,22,25,Middle->Middle,0.019478580062066,149,1380,19,1,0.723940399139648,0.180109662497299,0,1592,0.958738090979836,1,B,PUBLIC,6,8,1303,L,0,1,182,178,Middle->Middle,L,1
2098,9,9,TX,12,A,6,6,1,291,11,2,464,East Coast,28,37,Middle->Middle,0.045375666508391,217,1435,30,11,0.822445991006122,0.172719862514258,0,1510,0.929139730109562,2,C,PUBLIC,6,8,712,G,0,1,22,22,Middle->Middle,M-L,1
2099,5,7,MD,15,A,4,4,0,226,3,2,210,Science,22,31,Middle->Middle,0.032091399492354,168,1803,21,1,0.78508322794381,0.278279466755387,0,2034,0.933197829692422,2,B,PUBLIC,6,8,819,N,1,0,0,0,Middle->Middle,L,0
2100,9,9,WI,19,A,5,5,1,238,14,12,376,East Coast,63,89,Middle->Middle,0.198024444575813,203,1459,47,6,0.621468982682927,0.383636841364931,0,1456,0.852192888244512,9,A,PUBLIC,6,8,439,Q,0,1,240,236,Middle->Middle,S-M,1
2101,6,6,IN,12,A,5,5,1,273,1,4,384,East Coast,27,39,PK->Middle,0.092269482111328,208,1442,12,1,0.369035390714444,0.132573354522969,0,1493,0.913645976546351,4,0,Private non-Christian,PK,8,382,E,1,1,242,244,Middle->Middle,S-M,1
2102,7,8,WA,21,A,6,6,1,270,2,1,392,East Coast,6,7,Middle->Middle,0.01475837449006,210,1955,4,2,0.672059478067759,0.0,0,2144,0.829754497776907,1,B,PUBLIC,7,8,382,K,1,2,355,254,Middle->Middle,S-M,0
2103,6,7,WA,17,A,6,7,1,252,1,1,511,East Coast,5,7,Middle->Middle,0.005933457478784,203,2519,5,1,0.992089515285774,0.65034767442819,0,2178,0.813382981006143,1,B,PUBLIC,6,8,889,K,1,0,0,0,Middle->Middle,L,1
2104,4,6,TX,16,A,6,6,1,448,1,1,442,East Coast,7,10,PK->Middle,0.051812534738822,235,1642,5,1,0.55777653483389,0.347878123729629,0,1641,0.875865785974428,1,A,PUBLIC,PK,8,162,J,0,2,398,241,Middle->Middle,S,0
2106,6,7,IL,14,T,5,6,1,283,7,11,420,East Coast,59,77,Middle->Middle,0.08367298565354,211,1276,62,6,0.839723910205317,0.250464265071124,0,1324,0.821647351177068,11,B,PUBLIC,6,8,795,M,0,1,253,243,Middle->Middle,L,1
2107,6,7,NE,14,A,5,6,1,288,3,3,408,East Coast,31,29,Middle->Middle,0.053759091020425,222,1376,20,3,0.778781148520491,0.314016436630582,0,1588,0.862604497451245,3,B,PUBLIC,6,8,466,J,0,2,379,254,Middle->Middle,S-M,0
2108,11,11,NE,13,A,5,6,0,213,0,1,212,East Coast,11,14,PK->High,0.025398562387496,200,1742,6,0,0.45477208297865,0.38899007874919,0,1956,0.93173904093177,1,B,PUBLIC,PK,12,473,H,1,1,207,208,High->High,S-M,1
2109,5,7,TN,11,T,6,6,0,132,2,4,105,East Coast,47,57,PK->Middle,0.175942083801712,92,434,0,0,0.0,0.0,0,422,0.932210005789465,4,C,PUBLIC,PK,8,270,C,1,0,0,0,Middle->Middle,S,0
2110,8,8,IL,24,T,4,5,0,257,3,2,318,East Coast,65,56,K->Middle,0.15496458055389,180,1160,20,1,0.398481660752783,0.092551049736493,1,1049,0.951646357534449,2,0,Catholic,K,8,357,A,0,1,208,228,Middle->Middle,S-M,1
2111,10,10,NM,9,A,6,6,1,280,3,1,481,East Coast,11,11,Middle->Middle,0.018183125616188,229,1851,6,2,0.623531647562119,0.166337661083108,0,2041,0.895073610183764,1,C,PUBLIC,6,8,542,G,0,1,264,252,Middle->Middle,S-M,1
2116,8,8,IL,8,A,4,4,1,255,8,7,356,East Coast,95,93,Middle->Middle,0.102031938535187,181,1535,49,8,0.665111082465777,0.166785384973056,0,1434,0.882487308427712,9,B,PUBLIC,6,8,851,N,0,1,216,227,Middle->Middle,L,1
2117,8,8,AZ,35,A,5,6,1,247,9,11,385,East Coast,70,106,Middle->Middle,0.267318409602006,202,2023,54,8,0.606934600549572,0.059349423172037,1,2034,0.87532653934827,14,A,PUBLIC,7,8,283,Q,1,1,228,243,Middle->Middle,S,1
2119,10,10,TX,14,A,5,5,1,468,3,7,489,East Coast,77,105,PK->Middle,0.135981014961001,343,1357,47,1,0.447643736378465,0.328723262014703,1,1369,0.969816665121716,7,0,CHD,PK,8,713,Q,0,1,245,233,Middle->Middle,M-L,1
2120,5,5,CA,3,A,4,4,1,380,0,1,400,CA History,9,10,PK->Elementary,0.009586539402303,157,426,2,0,0.224021276364796,0.0,0,443,0.879585683826567,1,C,PUBLIC,PK,5,983,C,1,2,320,215,Elementary->Elementary,L,0
2121,8,10,TX,7,A,6,6,1,251,13,2,452,East Coast,17,23,Middle->Middle,0.02633113737833,204,1540,21,6,0.928837800227468,0.461812023901614,0,1528,0.898421545761538,2,B,PUBLIC,6,8,878,K,0,1,254,257,Middle->Middle,L,0
2124,9,10,TX,14,A,5,6,1,465,4,1,449,East Coast,2,3,Middle->Middle,0.003632715274618,208,1749,2,4,0.952536954911103,0.0,0,1633,0.673557614843493,1,C,PUBLIC,6,8,547,B,0,2,385,271,Middle->Middle,S-M,1
2125,6,6,WA,16,A,3,4,1,400,7,3,526,East Coast,19,24,Middle->Middle,0.034058060815013,154,1761,15,7,0.60796257894109,0.208297032725608,0,1707,0.923590043107404,3,B,PUBLIC,7,8,710,L,1,1,194,193,Middle->Middle,M-L,0
2127,8,9,MO,12,A,3,4,1,211,2,1,435,East Coast,19,21,PK->Middle,0.148544258846812,191,1084,17,2,0.72785184899027,0.353720018799272,1,1213,0.983997230324878,1,0,Private non-Christian,PK,8,135,G,0,1,245,231,Middle->Middle,S,0
2128,4,5,CA,10,A,3,3,0,206,4,1,207,East Coast,7,10,K->Middle,0.012167426119925,117,1979,2,3,0.259466712232482,0.0,0,2051,0.854840776646823,1,C,PUBLIC,K,6,699,K,1,1,173,177,Elementary->Middle,M-L,0
2129,5,7,OR,22,A,6,7,1,293,3,1,446,Costa Rica,13,13,Middle->Middle,0.04278145791467,234,2530,9,1,0.672037883607176,0.211981695554412,0,2226,0.953606747834115,1,C,PUBLIC,7,8,285,F,1,1,267,285,Middle->High,S,0
2130,6,6,LA,14,T,4,5,0,203,2,5,228,East Coast,23,32,Elementary->Middle,0.063222781058604,184,1194,17,3,0.612670948977625,0.205160669307181,0,1313,0.870610719097651,5,C,PUBLIC,5,8,452,F,0,1,213,211,Middle->Middle,S-M,0
2131,8,9,WA,19,A,4,4,1,194,1,1,343,East Coast,23,21,Middle->Middle,0.050234575731542,156,1919,11,1,0.574021136148173,0.122423244259156,0,1919,0.99222344185389,1,B,PUBLIC,7,8,389,K,1,1,194,194,Middle->Middle,S-M,1
2132,9,10,CA,21,A,4,5,1,244,1,1,384,East Coast,10,11,Middle->Middle,0.013000415462466,178,2794,9,0,0.867454170880366,0.092937910611802,0,2604,0.896465198130053,1,C,PUBLIC,7,8,719,I,1,1,227,214,Middle->Middle,M-L,0
2134,9,9,MN,23,A,5,6,1,261,0,4,483,East Coast,32,40,PK->Middle,0.102802817559802,213,1505,14,0,0.414489777324552,0.270132656240172,0,1450,0.941089831130613,4,0,CHD,PK,8,391,O,0,2,439,224,Middle->Middle,S-M,1
2135,3,4,CA,3,A,6,6,1,256,3,1,410,CA History,43,41,K->Elementary,0.110516005742397,212,489,21,1,0.477831011263094,0.131087798266041,0,485,0.93768550891798,1,C,PUBLIC,K,5,375,L,1,0,0,0,Elementary->Elementary,S-M,1
2136,9,9,OH,10,T,3,4,1,218,5,3,434,East Coast,53,56,Middle->Middle,0.149266089324048,62,682,32,2,0.547622576430871,0.163539166288879,1,633,0.893616079928174,4,A,PUBLIC,6,8,361,O,1,1,165,175,Middle->Middle,S-M,1
2137,12,14,MN,15,A,3,4,1,218,2,2,365,East Coast,29,31,Elementary->High,0.042887113561321,149,1494,15,2,0.509282958872468,0.63826617883923,0,1538,0.963196152827426,2,B,PUBLIC,5,12,710,I,1,2,332,204,High->High,M-L,0
2138,7,8,CA,23,A,5,6,1,473,6,2,516,East Coast,9,9,Middle->Middle,0.008122460351899,216,1661,9,2,0.970473405747664,0.211537210911728,0,1676,0.7944496722784,2,C,PUBLIC,6,8,1053,M,0,2,354,242,Middle->High,L,1
2141,7,7,CA,23,A,6,7,0,145,1,1,148,Science,11,10,Middle->Middle,0.008171249822783,98,1965,4,1,0.399837947836887,0.109077379003676,0,1868,0.921733133039448,1,A,PUBLIC,6,8,1231,Q,0,0,0,0,Middle->Middle,L,0
2142,6,6,IL,9,A,3,3,1,206,5,2,345,Science,21,21,Middle->Middle,0.038285639047218,134,2040,14,2,0.65935081316969,0.168065556834664,0,1902,0.900650001850991,2,B,PUBLIC,7,8,517,N,1,1,175,176,Middle->Middle,S-M,1
2143,5,6,ID,28,A,6,7,1,277,19,3,410,East Coast,18,23,Middle->Middle,0.03255184105164,229,2460,7,11,0.320556969324968,0.185683378681444,0,2420,0.877373094164086,3,B,PUBLIC,6,8,637,J,0,1,274,272,Middle->Middle,M-L,0
