final_ID,From_Grade,To_Grade,Group_State,Days,Travel_Type,Departure_Month,Return_Month,Early_C,Days_LCtoDD,Cancelled_Pax,Total_Discount_Pax,Days_InitialOrgtoDD,SPR_Product_Type,FPP,Total_Pax,GroupGradeType,FPP_to_School_enrollment,Days_DeptoDD,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Group_Revenue,FPP_to_PAX,Num_of_Non_FPP_PAX,Poverty_Code,School_Type,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeType,SchoolSizeIndicator
1885,6,6,FL,12,T,5,5,1,263,1,4,374,East Coast,42,45,Elementary->Middle,0.065740017580389,199,965,26,1,0.584870834398775,0.195349008126063,0,978,0.934689875695389,3,C,PUBLIC,5,8,656,I,0,1,262,271,Middle->Middle,M-L
1912,6,6,WA,29,A,6,7,0,270,5,2,299,East Coast,18,23,Middle->Middle,0.02852025865426,241,2200,16,3,0.732300627217631,0.092864555626924,0,2457,0.910846356735489,2,B,PUBLIC,6,8,666,O,1,1,273,268,Middle->Middle,M-L
1939,8,8,TX,13,A,3,3,1,211,0,2,416,East Coast,12,14,PK->Middle,0.06918653765182,159,2078,6,0,0.55615203626524,0.413932050282591,0,1854,0.852673334141261,2,0,CHD,PK,6,175,A,0,1,207,210,Middle->Middle,S
1954,5,6,TX,15,A,3,3,1,163,1,2,310,East Coast,23,26,Middle->Middle,0.052063530040479,113,1875,15,0,0.634036033805696,0.129131563276438,0,1876,0.92482999351707,2,B,PUBLIC,6,8,443,J,1,1,155,166,Middle->Middle,S-M
1956,12,14,LA,17,A,1,1,1,88,3,1,287,East Coast,8,12,High->High,0.010514982973433,100,2177,9,4,0.896334481141834,0.107680698003074,0,2056,0.873380206037767,1,C,PUBLIC,10,12,939,I,1,1,93,90,High->High,L
1958,9,10,AL,12,A,6,6,1,286,3,1,455,East Coast,6,6,Middle->Middle,0.008579564666467,246,1282,4,2,0.807405492502691,0.367648187449026,0,1466,0.820352015185011,1,B,PUBLIC,7,8,614,K,0,1,274,273,Middle->Middle,M-L
1977,7,7,TX,21,A,6,6,1,264,3,1,408,East Coast,11,13,Middle->Middle,0.01061162370239,217,1816,10,1,0.883517158466726,0.377489381491902,0,1791,0.936871807366053,1,B,PUBLIC,6,8,1114,L,1,1,255,252,Middle->Middle,L
1981,5,6,CA,22,A,6,7,1,277,2,1,459,Science,5,7,K->Middle,0.012172806038712,173,1989,2,1,0.327814537138071,0.0,0,2014,0.867694726871632,1,B,PUBLIC,K,8,454,M,1,1,267,271,Middle->Middle,S-M
1998,4,6,TX,19,A,6,6,1,270,1,1,463,Science,14,17,Middle->Middle,0.030486047059754,240,2180,13,0,0.840798768828948,0.0,0,1948,0.923945289698945,1,C,PUBLIC,6,8,533,F,0,2,388,270,Middle->Middle,S-M
1999,9,9,CA,14,A,4,5,1,208,6,4,434,East Coast,18,27,K->Middle,0.133826184672838,182,1913,15,2,0.676813357330201,0.206088762127614,0,2168,0.845477973947661,3,0,Catholic,K,8,180,L,1,1,264,279,Middle->Middle,S
2001,7,7,MN,11,A,5,5,1,234,21,5,451,East Coast,64,75,Middle->High,0.274492413604531,218,1378,36,11,0.639738429539843,0.36827806521987,1,1343,0.919172844982769,6,C,PUBLIC,6,12,228,G,0,1,239,234,Middle->Middle,S
2011,8,10,TX,9,A,5,5,1,446,3,1,416,East Coast,9,9,Middle->High,0.03680914776468,205,1983,5,2,0.757725356455009,0.0,0,2167,0.921134996892083,1,0,CHD,7,12,213,K,0,2,370,226,Middle->Middle,S
2025,10,10,CA,24,A,6,7,1,270,3,3,419,East Coast,16,23,Middle->Middle,0.012450090124231,203,2238,11,4,0.5065895050835,0.185983128405849,0,2214,0.884946050945525,3,C,PUBLIC,6,8,1487,N,1,1,262,267,Middle->Middle,L
2031,9,10,NC,14,T,4,4,0,213,12,4,211,East Coast,58,58,Middle->Middle,0.254187777203067,141,408,37,5,0.69976041658364,0.141229249421957,0,389,0.913197938235878,5,C,PUBLIC,6,8,200,F,0,1,199,201,Middle->Middle,S
2032,7,7,TX,23,A,6,7,1,301,3,1,410,East Coast,12,11,Middle->Middle,0.010693174775793,226,1643,10,1,0.907824273085446,0.389721299280599,0,1870,0.937926535911462,1,B,PUBLIC,6,8,1021,L,0,1,256,268,Middle->Middle,L
2036,9,10,ID,14,A,6,6,0,307,0,1,299,East Coast,3,4,Middle->Middle,0.009272885133582,240,2146,3,0,0.972151050771843,0.0,0,1833,0.780158879608504,1,C,PUBLIC,6,8,297,D,1,1,266,268,Middle->Middle,S
2041,5,6,LA,13,A,5,5,1,242,3,4,468,East Coast,54,53,PK->Middle,0.059777109980263,218,1600,30,3,0.725547276146618,0.324330307487547,0,1679,0.936712257881094,4,0,Catholic,PK,7,683,P,1,1,241,254,Middle->Middle,M-L
2046,7,7,NE,12,A,3,4,1,235,1,6,384,East Coast,37,42,Middle->Middle,0.083140736284578,162,1303,26,1,0.731951546688982,0.20410359776802,0,1222,0.841679522770301,5,A,PUBLIC,6,8,486,P,1,1,191,193,Middle->Middle,S-M
2066,6,7,VA,15,A,4,4,1,209,6,3,389,Science,30,36,Middle->High,0.008857193696084,160,1856,29,3,0.861716674335756,0.237044806372735,0,1685,0.878343247660006,3,A,PUBLIC,7,12,3845,Q,1,1,212,210,Middle->Middle,L
2072,10,10,CO,17,A,5,6,1,307,9,2,459,East Coast,21,29,Middle->High,0.05150815445438,238,1787,17,6,0.702667467488211,0.289671723287494,0,2002,0.953290135566418,2,C,PUBLIC,6,12,541,K,0,1,251,245,Middle->Middle,S-M
2075,10,10,MI,9,A,6,6,0,274,2,1,235,East Coast,19,21,Elementary->Middle,0.037678446382423,221,1279,17,1,0.855842990971278,0.091098476730644,0,1490,0.989514996480171,1,B,PUBLIC,5,8,570,I,1,1,226,227,Middle->Middle,S-M
2093,10,10,CA,20,A,4,4,1,205,4,6,383,East Coast,121,117,Middle->Middle,0.25048382854749,176,2084,63,6,0.549315917897554,0.150859179435141,0,2151,0.982366784350905,6,A,PUBLIC,7,8,461,Q,0,1,215,212,Middle->Middle,S-M
2105,11,14,IL,12,A,3,3,0,159,0,2,163,Science,18,18,PK->High,0.017799736110078,100,1865,0,0,0.0,0.0,0,1790,0.916904669657783,2,0,Private non-Christian,PK,12,1009,L,1,1,29,16,High->High,L
2118,6,6,CA,11,A,6,6,1,271,3,1,514,East Coast,14,19,Middle->Middle,0.017538403333226,264,2063,9,1,0.598636021817465,0.215111369304275,0,2025,0.961883369883271,1,C,PUBLIC,6,8,866,G,0,2,407,277,Middle->Middle,L
2123,7,8,IN,18,T,6,6,1,287,8,3,438,East Coast,31,34,K->High,0.063994374639152,248,966,25,9,0.756987093323564,0.152628649965267,0,877,0.926940989631411,3,B,PUBLIC,K,12,467,Z,0,1,282,277,Middle->High,S-M
2133,6,7,FL,24,A,3,4,1,212,8,4,323,Costa Rica,51,47,PK->Middle,0.08778052972862,164,1837,34,9,0.729416537128103,0.089283303172671,0,1856,0.946223667895042,4,0,Private non-Christian,PK,8,527,D,0,1,182,194,Middle->Middle,S-M
2156,6,6,CA,20,A,6,7,1,294,18,5,503,East Coast,50,57,Middle->Middle,0.059754758288044,251,1904,33,15,0.645551405265891,0.192162061901582,0,2095,0.884713770532212,5,B,PUBLIC,6,8,883,O,1,2,284,265,Middle->Middle,L
2161,8,10,CA,15,A,4,5,1,248,1,1,392,East Coast,9,9,K->High,0.049521857255326,175,2106,4,1,0.431361918479391,0.119669525421834,0,1810,0.881240661208768,1,0,Private non-Christian,K,12,191,N,1,2,361,204,High->High,S
2163,7,8,CA,22,A,6,7,0,270,0,1,257,East Coast,4,6,PK->Middle,0.042357435931294,206,2728,3,0,0.619716651390179,0.0,0,2533,0.832542839510588,1,0,Catholic,PK,8,116,F,1,1,244,249,Middle->Middle,S
2166,10,10,MI,9,T,6,6,1,262,2,3,467,East Coast,80,82,Elementary->Middle,0.222974408680615,227,468,29,1,0.401330671110352,0.316047912429786,0,474,0.90925409714227,4,A,PUBLIC,5,8,338,L,1,2,380,238,Middle->Middle,S
2190,9,10,CA,13,A,4,5,1,241,8,3,395,East Coast,31,29,PK->Middle,0.059974069548063,198,1962,13,7,0.481512826588168,0.190743571673954,1,1980,0.903276890420184,3,0,CHD,PK,8,470,P,1,1,229,230,Middle->Middle,S-M
2203,2,2,CA,4,A,5,5,0,280,8,1,254,CA History,28,27,K->Middle,0.146282854363298,237,369,14,4,0.531465343296799,0.293251796484929,0,371,0.943327981125928,1,0,Catholic,K,8,157,L,0,1,238,258,Elementary->Elementary,S
2211,6,6,CA,15,A,5,6,1,262,4,5,496,East Coast,47,43,Middle->Middle,0.03520586696558,216,1903,29,3,0.742848621891918,0.558481716919223,0,2185,0.831415841100034,6,A,PUBLIC,6,8,1139,Q,0,2,408,249,Middle->Middle,L
2219,7,9,WA,17,A,4,5,0,551,2,4,587,East Coast,20,24,Middle->High,0.075565330945817,174,2159,1,1,0.046619213614848,0.150160338266085,0,2137,0.863949770071859,3,C,PUBLIC,7,12,269,F,0,1,224,218,Middle->Middle,S
2229,8,8,AK,26,A,3,4,1,187,2,1,371,East Coast,7,9,Middle->Middle,0.018686111594291,153,2230,6,1,0.823450621292398,0.314098421974994,0,2218,0.855062607604292,1,B,PUBLIC,7,8,401,M,0,2,311,162,Middle->Middle,S-M
2230,11,14,CA,30,A,3,4,1,227,1,2,423,Costa Rica,5,7,High->High,0.00705378147444,151,2602,2,1,0.418930659513474,0.160885679217644,0,2565,0.693126288249562,2,B,PUBLIC,9,12,641,O,1,2,389,199,High->High,M-L
2237,7,10,NE,13,A,5,6,0,256,3,1,241,East Coast,18,20,Middle->High,0.099564621278234,135,1342,17,2,0.917806795836589,0.148797995378024,0,1584,0.981128477813734,1,0,Catholic,7,12,205,Z,1,1,228,211,High->High,S
2254,8,8,TX,13,A,3,3,1,185,15,3,396,East Coast,38,50,Middle->Middle,0.049891509332292,142,1640,28,12,0.64330819436155,0.142254587222003,0,1568,0.965241718102415,3,C,PUBLIC,6,8,957,C,1,1,187,193,Middle->Middle,L
2260,6,7,TX,10,A,6,6,1,288,6,1,408,East Coast,8,10,Middle->Middle,0.026288229021121,238,2035,7,1,0.708322830405245,0.205512592172525,0,1933,0.911357877356398,1,B,PUBLIC,7,8,365,G,1,0,0,0,Middle->Middle,S-M
2262,8,8,CA,22,A,3,4,1,213,3,6,322,East Coast,36,41,Middle->Middle,0.032441251964985,172,1798,20,3,0.596769136396294,0.429496787052143,0,1783,0.876261836457777,6,A,PUBLIC,6,8,905,Q,1,1,210,218,Middle->Middle,L
2263,9,10,OK,10,A,6,6,1,295,2,2,461,Science,11,14,Middle->Middle,0.009446849236195,228,2009,7,0,0.614815056053648,0.271703725087583,0,2054,0.883777212467177,2,B,PUBLIC,6,8,1197,I,1,1,259,260,Middle->Middle,L
2271,10,10,IA,15,T,3,3,1,180,2,2,335,East Coast,35,33,Elementary->Middle,0.094043476567459,160,1026,16,3,0.51587396937026,0.222055896944293,0,996,0.952485357729133,2,B,PUBLIC,5,8,318,J,0,1,176,192,Middle->Middle,S
2272,8,8,KY,15,T,5,6,0,241,2,2,266,East Coast,35,38,PK->Middle,0.072436641913782,211,524,25,3,0.777389662723513,0.18688232785404,0,534,0.903319471777009,2,B,PUBLIC,PK,8,512,H,0,1,245,236,Middle->Middle,S-M
2273,6,7,WA,21,A,6,7,1,291,0,1,432,East Coast,8,10,PK->Middle,0.031540527138992,220,2156,5,0,0.476309377088452,0.224512752220996,0,1847,0.872664849382701,1,B,PUBLIC,PK,8,341,L,0,1,267,265,Middle->Middle,S
2276,4,6,CA,24,A,5,6,1,298,0,1,448,Costa Rica,9,12,K->Middle,0.019154658080077,232,2314,2,0,0.190298266993323,0.0,0,2666,0.94938145179742,1,B,PUBLIC,K,8,654,Q,1,1,266,282,Middle->Middle,M-L
2281,5,6,CO,17,A,4,5,1,234,5,2,421,East Coast,34,35,Middle->Middle,0.041303946561246,322,2233,22,2,0.648980553489521,0.118091059695444,0,2378,0.90957256278262,2,C,PUBLIC,6,8,760,G,1,1,221,230,Middle->Middle,M-L
2300,10,10,IL,7,A,5,5,1,246,4,4,443,East Coast,51,58,Middle->Middle,0.080818840772923,184,846,22,6,0.40417637533245,0.149618702311329,0,890,0.878931800595958,5,B,PUBLIC,6,8,781,P,1,1,223,226,Middle->Middle,M-L
2322,4,4,CA,23,A,6,7,0,291,6,1,273,East Coast,9,8,K->Elementary,0.012409717626072,240,1792,7,5,0.719083799509443,0.0,0,1736,0.917835625803769,1,B,PUBLIC,K,5,621,Q,1,1,272,267,Elementary->Elementary,M-L
2343,6,8,WA,12,A,3,4,1,246,0,2,369,East Coast,18,25,K->Middle,0.035070852865929,156,1891,19,0,0.879311843330801,0.265876361391683,0,2210,0.881743139779778,2,A,PUBLIC,K,6,619,Q,1,1,178,178,Elementary->Middle,M-L
2357,7,7,IN,10,A,5,6,1,260,6,6,392,East Coast,60,70,Middle->Middle,0.092257250106172,218,1040,39,3,0.593740395773269,0.335827701048523,0,1073,0.878072555431093,7,B,PUBLIC,6,8,651,K,0,0,0,0,Middle->Middle,M-L
2362,6,6,NC,15,T,5,6,1,289,2,7,477,East Coast,93,76,K->Middle,0.167149859399546,215,729,47,1,0.620434874218212,0.234612011453395,0,760,0.901481252565694,6,0,Catholic,K,8,468,P,1,1,258,260,Middle->Middle,S-M
2369,8,8,CA,17,A,4,4,1,216,2,1,347,East Coast,11,11,PK->Middle,0.041018083268941,160,2022,9,2,0.840419410478463,0.147305584287774,0,2041,0.882693834126338,1,0,CHD,PK,8,264,P,0,2,323,190,Middle->Middle,S
2372,6,6,AZ,19,A,4,5,1,252,3,5,384,East Coast,76,76,PK->Middle,0.108083094145083,154,1975,32,5,0.556339236344897,0.188704823235048,0,1952,0.8748674881536,6,0,Private non-Christian,PK,8,655,P,0,1,199,202,Middle->Middle,M-L
2374,8,8,SC,12,T,5,5,0,221,12,7,216,East Coast,72,102,Middle->Middle,0.099151696947352,180,497,54,10,0.626005650321272,0.180315263804289,0,482,0.89637816703763,7,B,PUBLIC,6,8,873,H,1,1,180,199,Middle->Middle,L
2379,10,10,CA,23,A,4,5,1,228,0,2,350,East Coast,36,42,PK->Middle,0.101177994873101,192,1734,28,1,0.758159980082458,0.352190247540997,0,1849,0.903073454547695,2,0,Catholic,PK,8,361,P,0,1,219,232,Middle->Middle,S-M
2399,5,7,WA,20,A,4,4,1,233,3,1,437,Science,11,13,Middle->Middle,0.022591521262488,135,2168,5,2,0.418427057309507,0.0,0,1977,0.915294916140364,1,B,PUBLIC,6,7,549,L,1,2,320,194,Middle->Middle,S-M
2401,6,9,CA,15,A,6,6,1,321,3,1,493,East Coast,9,11,Elementary->Middle,0.041407651458954,237,2081,6,2,0.719598759492899,0.3340144282531,0,2079,0.924133453669199,1,B,PUBLIC,5,8,217,K,1,2,413,290,Elementary->Middle,S
2405,5,6,TX,23,A,3,3,1,184,8,2,397,East Coast,34,29,Middle->Middle,0.076142269807863,122,1828,26,11,0.940533370591819,0.166654939506136,0,1594,0.977271120474512,2,B,PUBLIC,6,8,367,M,1,1,185,181,Middle->Middle,S-M
2411,6,7,CO,10,A,6,6,1,287,5,1,392,Science,3,4,Middle->Middle,0.010189825417748,225,2239,1,5,0.336797503651727,0.378873790380849,0,2066,0.761990854706801,1,C,PUBLIC,6,8,307,Z,0,2,402,250,Middle->Middle,S
2418,5,7,TX,8,A,6,6,1,276,0,1,463,East Coast,6,9,Middle->Middle,0.009183549936011,230,1742,5,0,0.616877513428916,0.0,0,1839,0.922021746241725,1,C,PUBLIC,6,8,932,J,0,2,260,255,Middle->Middle,L
2422,4,6,TX,17,A,6,7,1,310,9,1,432,Science,10,13,Middle->Middle,0.048576299315442,238,1987,9,10,0.785029654824943,0.098147061088568,0,1806,0.968731935833341,1,B,PUBLIC,6,8,248,Z,0,2,413,283,Middle->Middle,S
2432,9,9,IL,19,A,6,6,1,292,6,3,438,East Coast,17,25,K->Middle,0.041700076171798,243,1258,0,0,0.0,0.0,0,1192,0.859016744889867,4,B,PUBLIC,K,8,530,P,1,2,418,257,Middle->Middle,S-M
2448,7,8,TX,19,A,6,6,1,306,7,1,468,East Coast,8,8,Middle->Middle,0.010720054296245,257,1616,4,4,0.564218694663957,0.144580139931883,0,1550,0.849147415908833,1,B,PUBLIC,7,8,660,L,1,1,260,261,Middle->Middle,M-L
2449,4,5,TX,9,A,6,6,1,306,3,1,474,East Coast,9,8,PK->Elementary,0.01428237527426,244,1769,5,0,0.634609672596648,0.542832775166227,0,1757,0.848574678756106,1,B,PUBLIC,PK,5,538,M,0,1,265,274,Elementary->Middle,M-L
2452,6,7,CO,6,A,5,6,1,262,3,1,431,East Coast,14,13,K->High,0.008746147046004,234,1553,8,4,0.640586796234583,0.067183238350103,0,1554,0.887710116246098,1,B,PUBLIC,K,12,1295,J,1,2,378,240,Middle->Middle,L
2453,8,9,NE,14,A,5,5,1,258,5,3,399,East Coast,27,30,Middle->Middle,0.0538986140424,238,1435,21,3,0.792374569817677,0.242534577223078,0,1548,0.904895242280458,3,B,PUBLIC,6,8,517,J,0,2,385,248,Middle->Middle,S-M
2470,7,8,IL,11,A,5,6,1,281,3,6,517,East Coast,52,56,Middle->Middle,0.18158111646907,242,1355,38,1,0.742689293658166,0.379766768550577,0,1453,0.941811347220701,5,B,PUBLIC,6,8,277,K,0,2,446,256,Middle->Middle,S
2472,9,9,CA,17,A,4,5,1,231,1,2,326,East Coast,33,29,Middle->Middle,0.035323535819378,173,1834,14,1,0.438584426879363,0.30718141150027,0,2080,0.945744818871506,2,B,PUBLIC,6,8,848,P,0,1,208,208,Middle->Middle,L
2476,10,10,LA,15,A,3,3,1,223,5,2,300,East Coast,38,39,PK->Middle,0.069844449629425,162,1410,20,2,0.636583703092212,0.464579040134435,0,1369,0.968980948774157,2,0,Catholic,PK,8,524,K,1,2,288,170,Middle->Middle,S-M
2478,8,9,KY,17,T,6,7,0,234,9,4,211,East Coast,46,62,Middle->Middle,0.132294689934313,165,454,50,10,0.876558796742958,0.227442705292978,0,407,0.936631171610484,4,E,PUBLIC,6,8,444,C,0,2,265,156,Middle->Middle,S-M
2479,8,9,CA,28,A,6,7,0,223,10,3,269,East Coast,27,36,K->Middle,0.047864335930133,197,1865,24,9,0.797775444008306,0.075099356383189,0,1842,0.875618561228692,3,C,PUBLIC,K,8,653,O,0,1,238,236,Middle->Middle,M-L
2481,5,6,WA,17,A,4,4,1,239,5,2,341,East Coast,29,27,Middle->Middle,0.043681634372478,192,2347,19,3,0.775581442339892,0.041024636874228,0,2348,0.902224809301122,3,B,PUBLIC,7,8,558,M,1,2,192,151,Middle->Middle,M-L
2497,8,8,CT,12,T,5,5,1,264,5,5,384,East Coast,48,53,Middle->Middle,0.050258933811672,178,703,29,3,0.58276314864849,0.225336511672478,0,730,0.925174122315247,5,B,PUBLIC,6,8,1084,M,1,1,226,237,Middle->Middle,L
2503,2,4,CA,4,A,4,4,1,192,14,1,411,CA History,25,23,PK->Middle,0.034561419996733,130,621,12,12,0.558679856011804,0.198042001520161,0,607,0.938995217492854,1,B,PUBLIC,PK,6,614,O,1,1,376,386,Elementary->Middle,M-L
2528,9,9,IA,17,T,3,3,1,186,2,2,366,East Coast,28,31,Elementary->Middle,0.099667000847293,154,1155,17,3,0.484521690668699,0.217946627271062,0,1159,0.925865735378313,2,B,PUBLIC,5,8,358,J,1,1,177,177,Middle->Middle,S
2544,6,12,NV,22,A,6,7,0,295,4,1,286,East Coast,3,4,K->High,0.001440156918204,244,1765,0,0,0.0,0.0,0,1861,0.778295807173896,1,B,PUBLIC,K,12,2236,D,1,2,275,263,Middle->High,L
2559,10,10,CO,20,A,5,6,1,259,8,1,455,East Coast,6,6,Middle->Middle,0.010687743169312,205,2299,3,4,0.517102426496113,0.185566482485387,0,1903,0.829018480531011,1,B,PUBLIC,6,8,537,O,0,2,262,234,Middle->Middle,M-L
2564,6,7,IN,7,A,3,3,1,209,3,2,361,East Coast,25,23,Middle->Middle,0.034784248683665,179,1234,15,1,0.654425588340152,0.19196992908905,0,1225,0.889146458658912,2,C,PUBLIC,6,8,696,E,0,1,196,198,Middle->Middle,M-L
2565,8,8,CA,24,A,4,5,1,248,1,1,388,East Coast,17,20,K->Middle,0.034176590509625,145,2899,12,0,0.650486716271711,0.162717287170804,0,2657,0.915792664820517,1,0,Catholic,K,8,581,O,1,1,212,205,Middle->Middle,S-M
2568,9,9,FL,22,T,4,5,1,249,5,9,367,East Coast,65,86,Middle->Middle,0.086195749750383,213,840,36,5,0.514983015632843,0.182627135979754,0,882,0.929829386314338,9,B,PUBLIC,6,8,889,L,1,1,230,244,Middle->Middle,L
2571,7,8,OK,13,A,5,6,1,283,1,2,493,East Coast,7,10,Middle->High,0.02882281358511,219,1646,3,1,0.372273192596428,0.520330549146888,0,1804,0.788013566415869,2,C,PUBLIC,8,9,261,G,1,0,0,0,Middle->Middle,S
2572,7,7,CO,16,A,5,5,0,239,15,5,265,East Coast,34,43,K->Elementary,0.114707778073704,178,1390,17,11,0.480511125255598,0.078914687826357,0,1356,0.873723800918251,4,C,PUBLIC,K,5,323,F,0,1,238,239,Middle->Middle,S
2582,9,9,NC,21,T,5,5,1,340,1,12,344,East Coast,78,92,PK->High,0.070500453798706,193,879,0,0,0.0,0.0,0,938,0.837537150831047,13,0,CHD,PK,12,913,P,0,0,0,0,Middle->Middle,L
2587,8,9,OH,14,T,6,6,1,307,3,4,502,East Coast,56,53,Middle->Middle,0.072952782611661,237,892,32,2,0.634900080506088,0.247026731095532,0,927,0.913536896815437,4,B,PUBLIC,7,8,752,O,0,2,448,266,Middle->Middle,M-L
2627,6,6,NY,5,T,3,3,1,321,15,11,339,East Coast,115,114,Middle->Middle,0.132775454363287,160,465,48,9,0.477238884458069,0.096336150526393,0,419,0.952384258606481,9,C,PUBLIC,6,8,757,L,0,1,189,175,Middle->Middle,M-L
2632,7,8,CA,21,A,6,7,1,319,1,2,473,East Coast,26,26,Middle->Middle,0.019840952142292,192,2090,15,0,0.558688396628283,0.374769366239607,0,1855,0.907211468828955,2,B,PUBLIC,7,8,1165,P,1,2,368,278,Middle->Middle,L
2648,9,10,CA,12,A,4,4,0,185,1,1,221,East Coast,5,6,Middle->Middle,0.003442879962302,146,1882,2,1,0.398854331074573,0.22901593189352,0,1731,0.841970895718756,1,B,PUBLIC,7,8,1513,Q,1,2,169,170,Middle->Middle,L
2653,8,8,TN,16,T,4,5,1,262,11,4,348,East Coast,50,47,Middle->Middle,0.063291236838862,185,721,28,3,0.678091172572059,0.065006774669377,0,631,0.913118161875512,3,C,PUBLIC,6,8,646,G,1,1,203,219,Middle->Middle,M-L
2664,6,6,OR,15,A,6,7,1,283,3,4,516,East Coast,29,34,Middle->Middle,0.036217198169555,244,1788,15,3,0.50370118789025,0.266777096657726,0,1862,0.844643960049649,4,C,PUBLIC,6,8,763,M,0,1,257,272,Middle->Middle,M-L
2674,9,10,ME,6,A,4,4,0,578,1,3,592,East Coast,39,33,Middle->Middle,0.107525037786675,178,1183,21,0,0.606731448500698,0.09921288981049,0,1357,0.924389837425198,4,B,PUBLIC,6,8,311,E,1,1,201,213,Middle->Middle,S
2685,8,8,MO,12,A,5,5,1,260,7,3,469,East Coast,35,36,Middle->Middle,0.021549279402976,205,1839,25,6,0.707109564075307,0.326611538532192,0,1596,0.945099747252955,3,A,PUBLIC,6,8,1534,N,1,1,252,241,Middle->Middle,L
2703,7,9,NM,13,A,6,6,0,302,8,2,313,Science,13,13,Middle->Middle,0.03588910253555,253,2486,4,1,0.369506874105775,0.075996432816748,0,2500,0.830587081762323,2,D,PUBLIC,6,8,319,C,1,0,0,0,Middle->Middle,S
2705,6,6,NE,22,A,6,6,1,293,5,2,470,East Coast,33,35,Middle->Middle,0.108068522640419,222,2041,18,2,0.565731273597544,0.32708937208874,0,1767,0.958564808611424,2,B,PUBLIC,7,8,313,G,1,1,246,255,Middle->Middle,S
2711,9,10,TX,14,A,5,6,1,253,8,2,410,East Coast,19,17,Middle->Middle,0.032438986063157,234,1978,11,4,0.744558249042544,0.175390139720357,0,1985,0.898279234680166,2,C,PUBLIC,6,8,498,F,0,1,268,261,Middle->Middle,S-M
2714,10,12,CA,31,A,6,7,0,275,1,2,245,Costa Rica,10,11,Middle->High,0.016902140149907,184,2564,7,2,0.758552400022906,0.247037902743786,0,2407,0.841449308099458,2,0,Private non-Christian,7,12,511,C,0,0,0,0,Middle->High,S-M
2716,10,10,TX,12,A,6,6,1,300,1,1,442,East Coast,16,15,Middle->Middle,0.028331063598151,236,1580,12,2,0.762601181405613,0.14986307805154,0,1407,0.924253668953909,1,B,PUBLIC,6,8,551,A,0,2,420,380,Middle->Middle,S-M
2721,6,7,IL,15,T,5,6,1,294,1,2,451,East Coast,18,19,Middle->Middle,0.063804103496576,210,1178,10,1,0.621701453486027,0.226522466677467,0,1091,0.866602083511842,2,C,PUBLIC,6,8,281,E,1,1,279,274,Middle->Middle,S
2732,7,7,ME,8,A,4,4,1,230,1,1,449,East Coast,7,8,Middle->Middle,0.018882264294794,158,1116,5,0,0.681844386850069,0.148679427091413,0,1176,0.888305448960621,1,B,PUBLIC,6,8,334,K,1,2,345,223,Middle->Middle,S-M
2737,5,6,AZ,16,A,5,6,1,290,4,2,463,East Coast,18,16,Elementary->Middle,0.031265251576861,192,2079,12,1,0.77443411120944,0.153238364937921,0,1990,0.8744941427354,2,B,PUBLIC,1,8,431,K,0,1,235,243,Middle->Middle,S-M
2743,3,4,CO,10,A,5,5,1,264,3,3,438,East Coast,41,45,K->Middle,0.072985747592834,194,1638,32,5,0.640399028448362,0.288061469417419,0,1618,0.96719032046791,3,B,PUBLIC,K,6,536,N,0,2,393,227,Elementary->Middle,M-L
2761,7,8,CA,13,A,6,6,0,275,1,1,271,Science,5,6,Middle->High,0.004957835801024,188,2120,4,0,0.835135898451276,0.513830230796295,0,2155,0.871071407922278,1,C,PUBLIC,7,12,987,F,1,1,248,232,Middle->Middle,L
2763,4,4,CA,4,A,4,4,0,216,1,1,282,CA History,7,8,K->Elementary,0.012849029781709,123,650,0,1,0.0,0.30679661179076,0,566,0.910373542180058,1,B,PUBLIC,K,5,494,N,0,0,0,0,Elementary->Elementary,S-M
2767,9,9,NJ,10,T,6,6,0,215,5,5,215,East Coast,38,50,Middle->Middle,0.037607282321665,174,404,34,5,0.751938058890309,0.231397711916175,0,426,0.885332804790944,4,A,PUBLIC,6,8,1105,P,1,0,0,0,Middle->Middle,L
2768,10,13,IL,14,T,3,4,0,162,4,1,171,East Coast,20,21,High->High,0.018836703584015,150,1535,9,2,0.464852363321371,0.0,0,1349,0.969879204501286,1,B,PUBLIC,9,12,1180,A,0,1,162,150,High->High,L
2783,10,10,KS,13,A,5,6,1,259,3,2,448,East Coast,18,23,Middle->Middle,0.053241875367533,213,1371,7,2,0.343978053804992,0.161791118619072,0,1436,0.884085816999818,2,B,PUBLIC,6,8,442,F,1,0,0,0,Middle->Middle,S-M
2786,6,7,CA,25,A,5,6,0,252,5,3,260,East Coast,21,25,Elementary->Middle,0.044480962024137,221,2343,8,1,0.371711185974073,0.075257069742595,0,2233,0.919451390081648,3,B,PUBLIC,4,8,487,L,1,0,0,0,Middle->Middle,S-M
2787,7,9,CA,24,A,4,5,1,243,1,1,418,East Coast,8,10,PK->Middle,0.047767755181721,215,2628,4,0,0.459467333845433,0.425674505978448,0,2360,0.933407300168079,1,0,CHD,PK,8,175,Q,1,1,233,240,Middle->Middle,S
