ID_SALES,Program_Code,From_Grade,To_Grade,Group_State,Days,Travel_Type,Departure_Date,Return_Date,Early_RPL,Latest_RPL,Cancelled_Pax,Total_Discount_Pax,Initial_System_Date,SPR_Product_Type,FPP,Total_Pax,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,FPP_to_School_enrollment,Retained
HD4234A,HD,2,3,ID,18,A,06/12/2019,06/30/2019,05/02/2018,08/12/2018,2,2,05/12/2018,East Coast,9,11,January,K,Elementary,K->Elementary,H,"0,020245151875761",1
HD4235A,HD,5,6,NE,7,A,06/18/2019,06/25/2019,04/15/2018,08/20/2018,1,1,04/14/2018,East Coast,14,17,January,Middle,High,Middle->High,H,"0,042017788352215",0
HD4236A,HD,7,8,CA,26,A,03/30/2019,04/25/2019,03/13/2018,03/12/2018,10,3,03/08/2018,East Coast,43,56,January,Middle,High,Middle->High,H,"0,044943016872308",1
HD4238A,HD,9,9,LA,13,A,06/06/2019,06/19/2019,,09/22/2018,13,1,06/23/2018,East Coast,5,6,January,PK,Middle,PK->Middle,H,"0,01216554056169",1
HD4239A,HD,8,8,CA,27,A,04/12/2019,05/09/2019,05/25/2018,09/06/2018,1,2,04/23/2018,East Coast,15,20,January,K,Middle,K->Middle,H,"0,100794270892979",1
HD423T,HD,10,10,OH,7,T,06/15/2019,06/22/2019,04/21/2018,10/09/2018,6,3,04/23/2018,East Coast,27,26,January,Middle,Middle,Middle->Middle,H,"0,062462858963984",1
HD4240T,HD,6,6,OH,10,T,06/16/2019,06/26/2019,04/11/2018,10/01/2018,0,0,05/12/2018,East Coast,3,4,January,Middle,Middle,Middle->Middle,H,"0,021876390136486",0
HD4241A,HD,9,9,CO,12,A,06/03/2019,06/15/2019,03/12/2018,08/09/2018,2,1,03/04/2018,East Coast,11,12,January,Middle,Middle,Middle->Middle,H,"0,061791596088438",1
HD4242A,HD,7,8,TX,9,A,06/19/2019,06/28/2019,09/21/2018,10/06/2018,5,2,09/25/2018,East Coast,19,19,January,Middle,Middle,Middle->Middle,H,"0,029906216326896",1
HD4245A,HD,4,6,TX,11,A,06/06/2019,06/17/2019,03/28/2018,09/05/2018,3,2,04/01/2018,East Coast,3,5,January,Middle,Middle,Middle->Middle,H,"0,002532551662328",0
HD4246A,HD,10,10,TX,11,A,05/31/2019,06/11/2019,03/27/2018,03/29/2018,17,3,03/06/2018,East Coast,24,29,January,Middle,Middle,Middle->Middle,H,"0,019713819732234",1
HD4247A,HD,7,7,CO,16,A,04/02/2019,04/18/2019,04/30/2018,09/02/2018,7,9,01/12/2018,East Coast,103,105,January,Middle,Middle,Middle->Middle,H,"0,118502166572652",1
HD424A,HD,6,7,CO,15,A,03/21/2019,04/05/2019,,09/21/2018,2,1,09/24/2018,East Coast,11,11,January,Middle,Middle,Middle->Middle,H,"0,01930328018567",0
HD4252A,HD,10,10,MA,7,A,06/04/2019,06/11/2019,,08/29/2018,4,7,09/03/2018,East Coast,91,100,January,Middle,Middle,Middle->Middle,H,"0,179547754286722",1
HD4253A,HD,9,10,CA,19,A,04/22/2019,05/11/2019,03/23/2018,08/05/2018,7,1,03/30/2018,East Coast,12,12,January,PK,Middle,PK->Middle,H,"0,06031859516183",0
HD4254T,HD,6,6,FL,10,T,03/22/2019,04/01/2019,04/28/2018,08/11/2018,4,2,04/10/2018,East Coast,31,28,January,PK,High,PK->High,H,"0,020421679664131",1
HD4255A,HD,9,12,AZ,9,A,05/18/2019,05/27/2019,05/07/2018,08/05/2018,2,4,04/09/2018,East Coast,28,30,January,Undefined,Undefined,Undefined->Undefined,H,"0,231501064788657",0
HD4256A,HD,,,MA,23,A,04/22/2019,05/15/2019,,08/26/2018,1,4,05/16/2018,East Coast,46,49,January,Elementary,Middle,Elementary->Middle,H,"0,178656435992475",1
HD4257A,HD,5,6,CA,21,A,04/18/2019,05/09/2019,10/26/2017,10/29/2017,2,1,10/30/2017,East Coast,13,16,January,K,Middle,K->Middle,H,"0,396990862433167",0
HD4258A,HD,10,10,IL,17,A,06/02/2019,06/19/2019,04/19/2018,08/13/2018,18,6,05/21/2018,East Coast,67,92,January,Middle,High,Middle->High,H,"0,059512967890715",1
HD425T,HD,6,7,GA,15,T,04/11/2019,04/26/2019,05/03/2018,04/23/2018,6,2,04/16/2018,East Coast,17,18,January,Middle,Middle,Middle->Middle,H,"0,026403948218675",0
HD4261T,HD,4,6,FL,22,T,05/04/2019,05/26/2019,01/25/2018,08/22/2018,20,4,02/13/2018,East Coast,51,50,January,Middle,Middle,Middle->Middle,H,"0,058494056749066",0
HD4264A,HD,8,9,AZ,19,A,03/08/2019,03/27/2019,02/28/2018,03/24/2018,3,2,03/29/2018,East Coast,17,22,January,Undefined,Undefined,Undefined->Undefined,H,,0
HD4265A,HD,9,10,NE,9,A,06/03/2019,06/12/2019,01/23/2018,07/22/2018,0,1,02/07/2018,East Coast,10,11,January,Elementary,Middle,Elementary->Middle,H,"0,037654402075262",0
HD4266A,HD,6,7,WA,23,A,04/04/2019,04/27/2019,05/19/2018,08/28/2018,1,4,05/21/2018,East Coast,32,31,January,Middle,Middle,Middle->Middle,H,"0,034936127026966",1
HD4267A,HD,9,9,WA,20,A,03/20/2019,04/09/2019,04/19/2018,08/13/2018,9,7,04/08/2018,East Coast,35,43,January,Middle,High,Middle->High,H,"0,044578603059896",1
HD4268A,HD,9,10,WA,20,A,03/21/2019,04/10/2019,03/06/2018,09/09/2018,6,2,03/10/2018,East Coast,16,21,January,Middle,Middle,Middle->Middle,H,"0,023340037292825",0
HD426A,HD,6,8,TX,12,A,06/07/2019,06/19/2019,,09/07/2018,1,1,08/20/2018,East Coast,2,3,January,K,High,K->High,H,"0,014413359196663",0
HD4270A,HD,6,6,CA,9,A,04/02/2019,04/11/2019,05/13/2018,08/07/2018,4,3,04/26/2018,East Coast,33,37,January,Middle,Middle,Middle->Middle,H,"0,018958798544564",1
HD4271A,HD,6,6,LA,14,A,03/21/2019,04/04/2019,,10/10/2018,0,2,09/18/2018,East Coast,12,15,January,PK,Elementary,PK->Elementary,H,"0,072288376437492",1
HD4273A,HD,7,7,GA,16,A,06/01/2019,06/17/2019,02/07/2018,08/27/2018,3,6,01/22/2018,East Coast,27,36,January,K,Middle,K->Middle,H,"0,030310340873217",1
HD4275T,HD,5,5,AL,14,T,04/01/2019,04/15/2019,03/09/2018,09/09/2018,0,7,03/14/2018,East Coast,47,50,January,K,Elementary,K->Elementary,H,"0,076284037367272",1
HD4278A,HD,8,10,FL,13,A,03/14/2019,03/27/2019,04/13/2018,09/30/2018,10,5,03/30/2018,East Coast,50,50,January,Middle,Middle,Middle->Middle,H,"0,04134447009214",1
HD427A,HD,4,6,WA,19,A,04/04/2019,04/23/2019,05/07/2018,08/31/2018,3,2,04/07/2018,East Coast,19,20,January,K,Middle,K->Middle,H,"0,027998338259037",0
HD4280A,HD,6,7,CA,10,A,04/18/2019,04/28/2019,03/18/2018,08/30/2018,5,2,02/27/2018,East Coast,21,25,January,K,Middle,K->Middle,H,"0,069995202853684",0
HD4282A,HD,,,MI,9,A,05/28/2019,06/06/2019,05/08/2018,10/09/2018,0,1,05/09/2018,East Coast,3,4,January,Middle,Middle,Middle->Middle,H,"0,00749587087807",1
HD4284A,HD,7,7,TX,10,A,06/07/2019,06/17/2019,,09/26/2018,2,2,09/24/2018,East Coast,10,13,January,Middle,Middle,Middle->Middle,H,"0,015193709993759",1
HD4285A,HD,9,9,IA,6,A,06/07/2019,06/13/2019,,09/06/2018,6,5,08/24/2018,East Coast,69,73,January,Middle,Middle,Middle->Middle,H,"0,173604497891911",1
HD4288A,HD,7,7,CA,15,A,04/08/2019,04/23/2019,03/07/2018,08/21/2018,2,2,03/03/2018,East Coast,21,19,January,K,Middle,K->Middle,H,"0,089216497439878",1
HD4289T,HD,6,7,IL,17,T,05/27/2019,06/13/2019,05/20/2018,09/10/2018,1,2,03/16/2018,East Coast,21,21,January,Middle,Middle,Middle->Middle,H,"0,064858363601702",0
HD428A,HD,4,5,NV,14,A,06/18/2019,07/02/2019,02/10/2018,08/28/2018,0,2,02/25/2018,East Coast,20,20,January,K,Middle,K->Middle,H,"0,102644564282058",0
HD4292A,HD,8,9,WI,23,A,06/10/2019,07/03/2019,04/16/2018,08/29/2018,4,5,04/09/2018,East Coast,54,53,January,Middle,Middle,Middle->Middle,H,"0,097411017937491",1
HD4293T,HD,9,9,MI,8,T,06/03/2019,06/11/2019,,10/15/2018,5,2,09/13/2018,East Coast,29,29,January,Undefined,Undefined,Undefined->Undefined,H,,0
HD4294T,HD,7,7,AL,14,T,05/05/2019,05/19/2019,,09/02/2018,5,2,09/27/2018,East Coast,17,21,January,Elementary,Elementary,Elementary->Elementary,H,"0,056571782048187",1
HD4295A,HD,10,10,TX,23,A,05/31/2019,06/23/2019,,10/10/2018,1,2,10/06/2018,East Coast,9,13,January,Middle,Middle,Middle->Middle,H,"0,051773709848746",1
HD4296A,HD,8,8,IL,8,A,05/16/2019,05/24/2019,04/07/2018,04/05/2018,2,7,04/03/2018,East Coast,58,66,January,Elementary,Middle,Elementary->Middle,H,"0,169422185463281",1
HD4299A,HD,10,10,CA,18,A,04/21/2019,05/09/2019,02/07/2018,08/29/2018,0,2,02/07/2018,East Coast,32,34,January,PK,Middle,PK->Middle,H,"0,083746227796252",1
HD429A,HD,4,6,MO,14,A,05/26/2019,06/09/2019,04/03/2018,07/30/2018,7,5,03/01/2018,East Coast,40,47,January,Middle,Middle,Middle->Middle,H,"0,291292007302138",1
HD4302A,HD,5,6,AZ,17,A,06/01/2019,06/18/2019,,08/10/2018,3,1,08/10/2018,East Coast,4,6,January,Middle,Middle,Middle->Middle,H,"0,008321134798133",1
HD4304A,HD,,,MA,21,A,04/23/2019,05/14/2019,,08/28/2018,1,3,05/14/2018,East Coast,57,53,January,Elementary,Middle,Elementary->Middle,H,"0,179463731123492",1
HD4307A,HD,10,10,WI,17,A,06/10/2019,06/27/2019,,09/18/2018,1,6,04/29/2018,East Coast,43,51,January,Middle,Middle,Middle->Middle,H,"0,08781209949071",1
HD4309A,HD,9,10,MS,9,A,06/02/2019,06/11/2019,03/18/2018,08/31/2018,4,1,02/23/2018,East Coast,15,14,January,Middle,Middle,Middle->Middle,H,"0,021584255691756",1
HD4311A,HD,9,9,OH,6,A,02/14/2019,02/20/2019,02/02/2018,08/05/2018,0,1,01/30/2018,East Coast,12,12,January,K,Middle,K->Middle,H,"0,024000679251182",1
HD4313A,HD,7,8,IL,15,A,03/29/2019,04/13/2019,03/28/2018,09/14/2018,3,4,04/19/2018,East Coast,21,27,January,Middle,Middle,Middle->Middle,H,"0,050934766802971",0
HD4314A,HD,7,7,TX,16,A,06/01/2019,06/17/2019,05/17/2018,08/05/2018,4,1,05/18/2018,East Coast,13,13,January,Middle,Middle,Middle->Middle,H,"0,031601476646156",1
HD4319A,HD,7,7,TX,8,A,03/10/2019,03/18/2019,02/09/2018,08/25/2018,9,3,02/19/2018,East Coast,31,37,January,Undefined,Undefined,Undefined->Undefined,H,,1
HD431T,HD,11,12,PA,9,T,04/08/2019,04/17/2019,04/19/2018,04/10/2018,5,7,03/24/2018,East Coast,61,86,January,High,High,High->High,H,"0,185557895849253",1
HD4320T,HD,6,6,MI,16,T,05/13/2019,05/29/2019,01/21/2018,09/10/2018,4,3,02/15/2018,East Coast,39,47,January,K,Middle,K->Middle,H,"0,101356484934909",1
HD4321A,HD,9,10,CO,11,A,03/24/2019,04/04/2019,,09/27/2018,2,1,09/12/2018,East Coast,9,11,January,Middle,Middle,Middle->Middle,H,"0,019920918774177",0
HD4322A,HD,9,9,CA,9,A,04/09/2019,04/18/2019,03/26/2018,08/25/2018,2,3,03/14/2018,East Coast,42,36,January,Middle,Middle,Middle->Middle,H,"0,204083308513837",1
HD4324T,HD,7,7,MI,16,T,04/25/2019,05/11/2019,04/23/2018,08/21/2018,19,16,04/13/2018,East Coast,188,199,January,Middle,Middle,Middle->Middle,H,"0,155181801034474",1
HD4325A,HD,8,8,TX,24,A,05/31/2019,06/24/2019,02/24/2018,08/04/2018,0,2,01/10/2018,East Coast,40,42,January,Elementary,Middle,Elementary->Middle,H,"0,04620346319003",1
HD4329A,HD,8,8,CA,17,A,04/11/2019,04/28/2019,04/17/2018,09/05/2018,5,2,04/30/2018,East Coast,18,22,January,Middle,Middle,Middle->Middle,H,"0,031309572144574",1
HD4331A,HD,8,8,TX,16,A,06/08/2019,06/24/2019,04/17/2018,05/07/2018,6,1,05/02/2018,East Coast,5,6,January,Middle,Middle,Middle->Middle,H,"0,006430253492786",1
HD4332A,HD,8,8,WA,16,A,06/19/2019,07/05/2019,02/05/2018,09/15/2018,4,2,01/27/2018,East Coast,6,8,January,Middle,Middle,Middle->Middle,H,"0,029125061566442",1
HD4333A,HD,8,9,CA,11,A,06/03/2019,06/14/2019,,11/08/2018,6,2,11/05/2018,East Coast,19,17,January,Middle,Middle,Middle->Middle,H,"0,026665304694597",0
HD4335A,HD,8,8,FL,7,A,03/15/2019,03/22/2019,01/12/2018,07/30/2018,16,7,01/22/2018,East Coast,60,68,January,Middle,Middle,Middle->Middle,H,,1
HD4337A,HD,9,9,CA,22,A,04/21/2019,05/13/2019,03/07/2018,08/28/2018,1,2,03/13/2018,East Coast,20,21,January,K,Middle,K->Middle,H,"0,059910223390823",1
HD4338T,HD,9,9,MA,11,T,06/10/2019,06/21/2019,,05/15/2018,8,7,05/01/2018,East Coast,93,88,January,Middle,Middle,Middle->Middle,H,"0,14838717312274",1
HD433T,HD,8,8,CT,13,T,04/04/2019,04/17/2019,04/01/2018,08/14/2018,14,16,03/28/2018,East Coast,204,192,January,Middle,Middle,Middle->Middle,H,"0,248678648650647",1
HD4343A,HD,9,10,CA,16,A,04/29/2019,05/15/2019,04/02/2018,08/08/2018,6,2,03/12/2018,East Coast,7,8,January,Middle,Middle,Middle->Middle,H,"0,008617748165248",0
HD4344A,HD,8,8,MO,18,A,05/28/2019,06/15/2019,04/18/2018,08/10/2018,0,1,03/18/2018,East Coast,9,12,January,Middle,Middle,Middle->Middle,H,"0,011390560100612",0
HD4345A,HD,7,7,TX,16,A,05/09/2019,05/25/2019,03/24/2018,03/24/2018,1,8,03/26/2018,East Coast,49,49,January,K,Middle,K->Middle,H,"0,107321175366071",1
HD4347A,HD,10,10,MN,16,A,03/11/2019,03/27/2019,03/12/2018,08/11/2018,5,5,03/15/2018,East Coast,70,85,January,Middle,High,Middle->High,H,"0,071892068114958",1
HD4348A,HD,10,10,CA,20,A,06/27/2019,07/17/2019,05/18/2018,08/09/2018,6,1,04/28/2018,East Coast,8,10,January,Middle,Middle,Middle->Middle,H,"0,004618805167029",0
HD434A,HD,9,9,AZ,13,A,05/01/2019,05/14/2019,01/27/2018,07/28/2018,20,10,02/26/2018,East Coast,64,73,January,Middle,Middle,Middle->Middle,H,"0,067473637545475",1
HD4352A,HD,9,9,NY,13,A,02/28/2019,03/13/2019,03/06/2018,08/11/2018,9,12,02/18/2018,East Coast,139,163,January,Middle,Middle,Middle->Middle,H,"0,114927588152933",1
HD4355A,HD,5,6,CA,12,A,04/18/2019,04/30/2019,03/29/2018,09/06/2018,6,2,03/28/2018,East Coast,9,11,January,Middle,Middle,Middle->Middle,H,"0,00840787731843",1
HD4357A,HD,9,10,UT,21,A,05/28/2019,06/18/2019,,09/10/2018,5,1,08/18/2018,East Coast,12,13,January,Middle,High,Middle->High,H,"0,014798619708016",1
HD4358A,HD,6,6,TX,17,A,06/08/2019,06/25/2019,03/06/2018,08/25/2018,2,1,03/28/2018,East Coast,10,10,January,Middle,Middle,Middle->Middle,H,"0,00823730630273",1
HD4359A,HD,7,7,CO,15,A,03/21/2019,04/05/2019,02/12/2018,09/14/2018,2,4,01/16/2018,East Coast,33,33,January,Middle,Middle,Middle->Middle,H,"0,037301167051261",1
HD435A,HD,6,9,CA,11,A,06/13/2019,06/24/2019,03/04/2018,08/01/2018,2,1,01/11/2018,East Coast,9,10,January,Elementary,Middle,Elementary->Middle,H,"0,045415354841943",0
HD4360T,HD,3,3,AL,9,T,04/09/2019,04/18/2019,01/30/2018,09/06/2018,4,2,03/01/2018,East Coast,29,29,January,PK,Elementary,PK->Elementary,H,"0,030300998937444",1
HD4361A,HD,8,8,TX,9,A,03/13/2019,03/22/2019,10/24/2018,09/26/2018,5,1,09/06/2018,East Coast,7,10,January,Middle,Middle,Middle->Middle,H,"0,008672460115039",0
HD4362A,HD,10,10,CA,22,A,05/30/2019,06/21/2019,04/07/2018,08/15/2018,2,2,04/26/2018,East Coast,18,18,January,K,Middle,K->Middle,H,"0,050339164208595",1
HD4363A,HD,9,12,TX,7,A,03/13/2019,03/20/2019,02/21/2018,08/24/2018,8,2,03/22/2018,East Coast,16,19,January,Middle,Middle,Middle->Middle,H,"0,085170978789952",1
HD4364A,HD,6,6,TX,11,A,06/10/2019,06/21/2019,05/01/2018,08/26/2018,5,1,05/03/2018,East Coast,13,13,January,Middle,Middle,Middle->Middle,H,"0,019278865927487",0
HD4366A,HD,5,6,OK,12,A,03/08/2019,03/20/2019,04/08/2018,08/25/2018,5,2,04/04/2018,East Coast,25,27,January,PK,Middle,PK->Middle,H,"0,103485767268484",0
HD4368A,HD,7,7,WA,8,A,03/30/2019,04/07/2019,04/21/2018,08/17/2018,1,2,04/24/2018,East Coast,15,19,January,Middle,Middle,Middle->Middle,H,"0,019577950914436",1
HD4371A,HD,9,9,KY,13,A,05/13/2019,05/26/2019,,08/07/2018,1,7,02/25/2018,East Coast,86,78,January,K,Middle,K->Middle,H,"0,10895677071088",1
HD4372T,HD,6,6,MI,10,T,05/28/2019,06/07/2019,05/16/2018,08/25/2018,7,3,05/29/2018,East Coast,54,61,January,Middle,Middle,Middle->Middle,H,"0,120900198072299",1
HD4373A,HD,9,9,CA,15,A,06/10/2019,06/25/2019,,09/19/2018,1,2,08/30/2018,East Coast,8,11,January,Middle,Middle,Middle->Middle,H,"0,006990194907069",1
HD4374T,HD,6,6,IL,9,T,04/20/2019,04/29/2019,,09/24/2018,2,16,08/30/2018,East Coast,116,117,January,Middle,High,Middle->High,H,"0,053190613772247",1
HD4375A,HD,6,6,CO,14,A,03/24/2019,04/07/2019,03/14/2018,08/25/2018,4,3,03/02/2018,East Coast,25,27,January,Middle,Middle,Middle->Middle,H,"0,023986109362265",1
HD4378A,HD,8,9,LA,12,A,03/28/2019,04/09/2019,04/03/2018,08/25/2018,10,4,03/30/2018,East Coast,35,37,January,Middle,Middle,Middle->Middle,H,"0,03619173964562",1
HD4379A,HD,7,8,CA,24,A,04/10/2019,05/04/2019,03/14/2018,09/18/2018,5,1,02/12/2018,East Coast,14,16,January,K,Middle,K->Middle,H,"0,01295204544792",1
HD437A,HD,7,9,WA,21,A,06/10/2019,07/01/2019,03/21/2018,04/06/2018,0,3,03/25/2018,East Coast,7,11,January,K,Middle,K->Middle,H,"0,043821692754209",0
HD4380A,HD,9,9,TX,11,A,05/04/2019,05/15/2019,04/10/2018,09/11/2018,2,4,04/10/2018,East Coast,45,41,January,PK,Middle,PK->Middle,H,"0,100160545890081",1
HD4384A,HD,5,8,CO,12,A,05/25/2019,06/06/2019,04/18/2018,03/17/2018,1,1,04/06/2018,East Coast,4,6,January,K,Middle,K->Middle,H,"0,010891811098331",0
HD4386A,HD,8,8,CO,20,A,05/27/2019,06/16/2019,02/10/2018,09/03/2018,9,4,02/07/2018,East Coast,42,53,January,K,High,K->High,H,"0,044428205215896",0
HD4387A,HD,9,9,MO,24,A,05/30/2019,06/23/2019,04/08/2018,07/20/2018,4,3,04/05/2018,East Coast,37,44,January,Middle,Middle,Middle->Middle,H,"0,106249236909719",1
HD4388A,HD,6,6,TX,17,A,03/14/2019,03/31/2019,04/03/2018,08/14/2018,3,1,04/15/2018,East Coast,10,9,January,Middle,Middle,Middle->Middle,H,"0,00864904550029",1
HD4392A,HD,6,6,CO,15,A,03/25/2019,04/09/2019,03/02/2018,09/13/2018,0,2,03/02/2018,East Coast,23,22,January,Middle,Middle,Middle->Middle,H,"0,149310170243651",0
HD4393A,HD,3,4,CA,15,A,04/06/2019,04/21/2019,04/26/2018,08/15/2018,9,2,03/25/2018,East Coast,18,16,January,K,Elementary,K->Elementary,H,"0,027023084378297",1
HD4394A,HD,8,8,CA,26,A,04/25/2019,05/21/2019,04/06/2018,08/29/2018,4,4,04/04/2018,East Coast,30,46,January,PK,Middle,PK->Middle,H,"0,109093575371757",1
HD4395T,HD,9,9,MI,13,T,05/27/2019,06/09/2019,04/17/2018,08/23/2018,6,8,04/02/2018,East Coast,58,87,January,Elementary,Middle,Elementary->Middle,H,"0,149512975002882",1
HD4398A,HD,7,7,CA,21,A,03/24/2019,04/14/2019,02/11/2018,08/17/2018,7,1,02/14/2018,East Coast,4,5,January,K,Elementary,K->Elementary,H,"0,005032750779364",0
HD439A,HD,10,10,IN,13,A,05/23/2019,06/05/2019,04/07/2018,08/20/2018,0,1,03/28/2018,East Coast,9,9,January,Middle,Middle,Middle->Middle,H,"0,017489877543304",0
HD43A,HD,6,6,FL,14,A,05/12/2019,05/26/2019,04/16/2018,04/22/2018,5,1,05/04/2018,East Coast,5,7,January,Middle,Middle,Middle->Middle,H,"0,00517455331751",1
HD4402A,HD,7,9,WA,23,A,04/05/2019,04/28/2019,03/14/2018,08/10/2018,1,1,03/04/2018,East Coast,5,5,January,K,Middle,K->Middle,H,"0,020844703392614",1
HD4403T,HD,10,10,MI,27,T,05/11/2019,06/07/2019,05/22/2018,08/23/2018,0,3,04/16/2018,East Coast,49,41,January,PK,Elementary,PK->Elementary,H,"0,177678063753315",1
HD4404A,HD,6,6,CA,19,A,02/11/2019,03/02/2019,02/12/2018,08/28/2018,6,1,02/17/2018,East Coast,24,23,January,Middle,Middle,Middle->Middle,H,"0,032653789526797",1
HD440A,HD,6,6,IL,16,A,04/17/2019,05/03/2019,,08/14/2018,2,3,08/08/2018,East Coast,37,46,January,High,High,High->High,H,"0,063784006915673",1
HD4411A,HD,10,10,KS,20,A,03/05/2019,03/25/2019,05/22/2018,09/06/2018,1,4,04/30/2018,East Coast,14,16,January,Middle,Middle,Middle->Middle,H,"0,018697956427312",1
HD4412A,HD,6,8,TX,15,A,03/08/2019,03/23/2019,04/01/2018,04/10/2018,3,1,05/06/2018,East Coast,5,5,January,Middle,Middle,Middle->Middle,H,"0,004416825868308",0
HD4414A,HD,8,8,CA,16,A,04/15/2019,05/01/2019,03/11/2018,08/23/2018,5,2,02/28/2018,East Coast,44,49,January,Middle,Middle,Middle->Middle,H,"0,041082065719474",1
HD4416A,HD,10,10,AZ,17,A,03/09/2019,03/26/2019,04/02/2018,08/24/2018,14,11,02/26/2018,East Coast,69,92,January,Middle,Middle,Middle->Middle,H,"0,110699449447578",1
HD4419T,HD,5,5,AL,12,T,05/07/2019,05/19/2019,,09/03/2018,4,2,09/11/2018,East Coast,17,20,January,Elementary,Elementary,Elementary->Elementary,H,"0,055913877946939",1
HD441T,HD,8,8,MI,15,T,05/03/2019,05/18/2019,04/02/2018,08/21/2018,14,12,04/26/2018,East Coast,195,201,January,Middle,Middle,Middle->Middle,H,"0,158373795761016",1
HD4420A,HD,6,6,LA,18,A,03/22/2019,04/09/2019,04/17/2018,09/10/2018,2,5,04/07/2018,East Coast,29,32,January,PK,Middle,PK->Middle,H,"0,085604399080866",1
HD4421A,HD,5,8,OR,19,A,03/23/2019,04/11/2019,04/03/2018,08/05/2018,3,1,03/27/2018,East Coast,10,11,January,Middle,Middle,Middle->Middle,H,"0,01349009243228",0
HD4422A,HD,6,6,KS,23,A,05/27/2019,06/19/2019,02/20/2018,08/21/2018,6,3,01/31/2018,East Coast,31,28,January,Middle,Middle,Middle->Middle,H,"0,045229765326614",1
HD4424T,HD,8,8,OH,16,T,05/20/2019,06/05/2019,03/17/2018,09/08/2018,9,13,04/08/2018,East Coast,104,129,January,Elementary,Middle,Elementary->Middle,H,"0,152938813740997",1
HD4429A,HD,7,7,MI,18,A,05/20/2019,06/07/2019,05/06/2018,10/25/2018,2,1,05/06/2018,East Coast,10,13,January,K,Middle,K->Middle,H,"0,075076523757866",1
HD442A,HD,7,7,CA,23,A,04/18/2019,05/11/2019,,08/17/2018,3,1,05/16/2018,East Coast,13,11,January,Middle,Middle,Middle->Middle,H,"0,021362383601707",0
HD4431T,HD,5,6,OH,17,T,05/15/2019,06/01/2019,,04/09/2018,10,8,03/09/2018,East Coast,100,109,January,Middle,High,Middle->High,H,"0,389325271713366",0
HD4434T,HD,8,10,MO,26,T,06/07/2019,07/03/2019,,09/13/2018,3,1,09/07/2018,East Coast,15,15,January,Middle,Middle,Middle->Middle,H,"0,03524471265975",0
HD4435A,HD,7,7,CA,14,A,03/28/2019,04/11/2019,04/13/2018,07/29/2018,0,2,04/08/2018,East Coast,14,17,January,PK,Middle,PK->Middle,H,"0,067566998670089",1
HD4436A,HD,9,9,TX,11,A,05/29/2019,06/09/2019,04/23/2018,09/21/2018,2,2,04/24/2018,East Coast,14,17,January,Middle,Middle,Middle->Middle,H,"0,048405269601524",0
HD443A,HD,6,6,MN,15,A,04/15/2019,04/30/2019,01/09/2018,09/01/2018,2,8,01/30/2018,East Coast,83,101,January,Middle,Middle,Middle->Middle,H,"0,11783405628735",1
HD4440A,HD,7,9,LA,12,A,04/27/2019,05/09/2019,,10/01/2018,3,2,09/04/2018,East Coast,18,21,January,Middle,Middle,Middle->Middle,H,"0,0227106847444",0
HD4441A,HD,8,9,OR,14,A,06/13/2019,06/27/2019,02/19/2018,02/15/2018,8,1,02/11/2018,East Coast,18,20,January,Middle,Middle,Middle->Middle,H,"0,054357814152317",0
HD4445A,HD,10,10,TX,10,A,06/02/2019,06/12/2019,05/04/2018,07/26/2018,3,1,04/25/2018,East Coast,6,8,January,Middle,Middle,Middle->Middle,H,"0,006624789131573",1
HD4450A,HD,6,6,TX,16,A,03/14/2019,03/30/2019,02/25/2018,08/17/2018,2,1,02/22/2018,East Coast,14,17,January,Middle,Middle,Middle->Middle,H,"0,011671779892331",1
HD4452A,HD,7,7,MO,14,A,05/25/2019,06/08/2019,04/21/2018,08/19/2018,3,2,04/07/2018,East Coast,23,24,January,Middle,Middle,Middle->Middle,H,"0,045254962099852",1
HD4453A,HD,9,9,CA,15,A,02/10/2019,02/25/2019,03/13/2018,08/07/2018,5,1,03/06/2018,East Coast,26,25,January,Middle,Middle,Middle->Middle,H,"0,03138944387311",1
HD4456A,HD,8,8,WI,7,A,06/07/2019,06/14/2019,01/30/2018,08/19/2018,12,3,,East Coast,36,38,January,Middle,Middle,Middle->Middle,H,"0,27831690111007",1
HD4458A,HD,5,5,MO,17,A,06/04/2019,06/21/2019,04/29/2018,08/13/2018,5,4,05/01/2018,East Coast,36,43,January,Middle,Middle,Middle->Middle,H,"0,069479167475095",1
HD445A,HD,7,9,CA,8,A,06/11/2019,06/19/2019,03/04/2018,08/19/2018,5,1,02/03/2018,East Coast,2,3,January,K,Elementary,K->Elementary,H,"0,003422029655685",0
HD4466T,HD,6,6,CT,19,T,04/22/2019,05/11/2019,05/01/2018,09/05/2018,10,4,05/14/2018,East Coast,61,54,January,Middle,Middle,Middle->Middle,H,"0,063329179407338",1
HD4467A,HD,7,7,TX,10,A,06/03/2019,06/13/2019,05/11/2018,09/08/2018,6,8,05/15/2018,East Coast,47,72,January,Middle,Middle,Middle->Middle,H,"0,047363753094072",1
HD4469A,HD,7,7,CA,16,A,06/21/2019,07/07/2019,01/13/2018,08/21/2018,12,2,01/31/2018,East Coast,43,41,January,Middle,Middle,Middle->Middle,H,"0,036372168423663",1
HD446A,HD,10,10,WA,13,A,04/02/2019,04/15/2019,,09/08/2018,0,2,08/08/2018,East Coast,11,15,January,Middle,Middle,Middle->Middle,H,"0,041383431381515",0
