ID_CRM,Poverty_Code,Region,CRM_Segment,School_Type,Parent_Meeting_Flag,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,SchoolSizeIndicator
B2074P,B,Southern California,5,PUBLIC,1,6,8,1034,P,1,1,10/13/2018,10/20/2018,190,183,Middle,Middle,Middle->Middle,L
B2077M,B,Other,10,PUBLIC,1,K,8,658,M,1,1,10/03/2018,09/27/2018,157,163,Middle,Middle,Middle->Middle,M-L
B2081F,B,Other,10,PUBLIC,1,6,8,992,F,0,1,10/03/2018,10/04/2018,251,250,Middle,Middle,Middle->Middle,L
B2085O,B,Other,4,PUBLIC,1,K,5,1130,O,1,1,08/20/2018,09/01/2018,224,212,Elementary,Elementary,Elementary->Elementary,L
B208L,B,Pacific Northwest,5,PUBLIC,1,7,8,682,L,0,2,04/12/2018,10/07/2018,433,255,Middle,Middle,Middle->Middle,M-L
B2091F,B,Other,7,PUBLIC,1,6,8,376,F,1,1,10/26/2018,10/24/2018,229,231,Middle,Middle,Middle->Middle,S-M
B2092I,B,Other,2,PUBLIC,1,6,8,804,I,1,2,03/06/2018,09/20/2018,445,247,Middle,Middle,Middle->Middle,L
B2094L,B,Dallas,10,PUBLIC,1,PK,12,697,L,0,1,08/24/2018,09/02/2018,284,275,Middle,Middle,Middle->Middle,M-L
B2095G,B,Other,11,PUBLIC,1,7,9,170,G,0,1,09/01/2018,08/31/2018,270,271,Undefined,Undefined,Undefined->Undefined,S
B2097L,B,Houston,11,PUBLIC,1,6,8,1303,L,0,1,09/04/2018,09/08/2018,182,178,Middle,Middle,Middle->Middle,L
B2099N,B,Other,6,PUBLIC,0,6,8,819,N,1,0,,,,,Middle,Middle,Middle->Middle,L
B2102K,B,Pacific Northwest,5,PUBLIC,1,7,8,382,K,1,2,06/14/2018,09/23/2018,355,254,Middle,Middle,Middle->Middle,S-M
B2103K,B,Pacific Northwest,5,PUBLIC,0,6,8,889,K,1,0,,,,,Middle,Middle,Middle->Middle,L
B2106M,B,Other,11,PUBLIC,1,6,8,795,M,0,1,09/16/2018,09/26/2018,253,243,Middle,Middle,Middle->Middle,L
B2107J,B,Other,10,PUBLIC,1,6,8,466,J,0,2,05/05/2018,09/07/2018,379,254,Middle,Middle,Middle->Middle,S-M
B2108H,B,Other,10,PUBLIC,1,PK,12,473,H,1,1,11/01/2018,10/31/2018,207,208,High,High,High->High,S-M
B210I,B,Other,10,PUBLIC,1,7,8,656,I,0,1,09/20/2018,09/15/2018,253,258,Middle,Middle,Middle->Middle,M-L
B2116N,B,Other,9,PUBLIC,1,6,8,851,N,0,1,09/15/2018,09/04/2018,216,227,Middle,Middle,Middle->Middle,L
B2121K,B,Houston,10,PUBLIC,1,6,8,878,K,0,1,09/27/2018,09/24/2018,254,257,Middle,Middle,Middle->Middle,L
B2125L,B,Pacific Northwest,5,PUBLIC,1,7,8,710,L,1,1,09/15/2018,09/16/2018,194,193,Middle,Middle,Middle->Middle,M-L
B212N,B,Other,4,PUBLIC,1,PK,5,696,N,1,1,09/02/2018,08/21/2018,278,290,Elementary,Elementary,Elementary->Elementary,M-L
B2131K,B,Pacific Northwest,5,PUBLIC,1,7,8,389,K,1,1,09/21/2018,09/21/2018,194,194,Middle,Middle,Middle->Middle,S-M
B2137I,B,Other,11,PUBLIC,1,5,12,710,I,1,2,04/21/2018,08/27/2018,332,204,High,High,High->High,M-L
B2142N,B,Other,6,PUBLIC,1,7,8,517,N,1,1,09/28/2018,09/27/2018,175,176,Middle,Middle,Middle->Middle,S-M
B2143J,B,Other,5,PUBLIC,1,6,8,637,J,0,1,09/07/2018,09/09/2018,274,272,Middle,Middle,Middle->Middle,M-L
B2144M,B,Other,8,PUBLIC,1,7,12,198,M,0,2,03/05/2018,09/28/2018,469,262,Middle,Middle,Middle->Middle,S
B2146M,B,Other,11,PUBLIC,1,6,8,770,M,1,1,09/19/2018,09/26/2018,259,252,Middle,Middle,Middle->Middle,M-L
B2150M,B,Pacific Northwest,5,PUBLIC,1,7,8,829,M,1,1,09/15/2018,09/13/2018,278,280,Middle,Middle,Middle->Middle,L
B2153Z,B,Other,5,PUBLIC,1,K,8,294,Z,1,2,04/23/2018,10/13/2018,346,173,Middle,Middle,Middle->Middle,S
B2155L,B,Dallas,11,PUBLIC,1,6,12,335,L,0,1,04/28/2018,04/29/2018,412,411,High,High,High->High,S-M
B2162L,B,Dallas,9,PUBLIC,1,7,8,701,L,0,2,04/06/2018,09/07/2018,422,268,Middle,High,Middle->High,M-L
B2165J,B,Other,11,PUBLIC,1,6,8,452,J,1,1,09/09/2018,09/07/2018,246,248,Middle,Middle,Middle->Middle,S-M
B2171O,B,Other,4,PUBLIC,1,PK,6,460,O,0,1,09/23/2018,09/18/2018,257,262,Elementary,Middle,Elementary->Middle,S-M
B2177N,B,Other,6,PUBLIC,1,9,12,1757,N,1,1,10/15/2018,10/16/2018,248,247,High,High,High->High,L
B2178F,B,Other,8,PUBLIC,0,9,12,175,F,1,0,,,,,Middle,Middle,Middle->Middle,S
B2179L,B,Other,11,PUBLIC,1,6,8,630,L,0,1,11/02/2018,10/31/2018,214,216,Middle,Middle,Middle->Middle,M-L
B2180L,B,Other,9,PUBLIC,1,7,8,348,L,1,1,09/11/2018,09/03/2018,161,169,Middle,Middle,Middle->Middle,S
B2181J,B,Other,11,PUBLIC,1,6,8,149,J,0,1,09/22/2018,09/05/2018,261,278,Middle,Middle,Middle->Middle,S
B2184N,B,Other,5,PUBLIC,1,6,8,459,N,1,1,09/21/2018,09/22/2018,220,219,Middle,Middle,Middle->Middle,S-M
B2188I,B,Other,10,PUBLIC,1,6,8,169,I,0,1,10/18/2018,10/13/2018,220,225,Middle,High,Middle->High,S
B2189H,B,Other,5,PUBLIC,1,7,9,627,H,0,1,09/21/2018,09/21/2018,260,260,Middle,High,Middle->High,M-L
B2191L,B,Other,10,PUBLIC,1,7,8,433,L,1,1,09/22/2018,09/13/2018,157,166,Middle,Middle,Middle->Middle,S-M
B2199M,B,Other,10,PUBLIC,1,5,8,240,M,0,2,05/26/2018,08/22/2018,358,270,Middle,High,Middle->High,S
B21Q,B,Southern California,4,PUBLIC,0,K,6,535,Q,1,0,,,,,Elementary,Elementary,Elementary->Elementary,M-L
B2201L,B,Other,5,PUBLIC,1,6,8,691,L,0,1,10/05/2018,10/05/2018,224,224,Middle,Middle,Middle->Middle,M-L
B2204N,B,Pacific Northwest,5,PUBLIC,0,6,8,1022,N,0,0,,,,,Middle,Middle,Middle->Middle,L
B2207Q,B,Southern California,6,PUBLIC,1,9,12,2807,Q,0,2,09/26/2018,12/17/2018,256,174,High,High,High->High,L
B2208O,B,Southern California,5,PUBLIC,1,K,8,570,O,0,1,09/25/2018,09/24/2018,192,193,Undefined,Undefined,Undefined->Undefined,S-M
B2212Z,B,Dallas,10,PUBLIC,1,7,8,270,Z,0,1,09/13/2018,09/22/2018,267,258,Middle,Middle,Middle->Middle,S
B2215M,B,Other,6,PUBLIC,1,6,8,889,M,1,1,09/14/2018,09/14/2018,281,281,Middle,Middle,Middle->Middle,L
B2216I,B,Other,2,PUBLIC,1,5,8,778,I,0,1,09/27/2018,09/20/2018,204,211,Middle,Middle,Middle->Middle,L
B2217N,B,Pacific Northwest,5,PUBLIC,1,7,9,654,N,0,1,09/27/2018,09/11/2018,271,287,Middle,High,Middle->High,M-L
B2220O,B,Houston,5,PUBLIC,1,7,8,653,O,0,2,08/15/2018,09/29/2018,296,251,Middle,Middle,Middle->Middle,M-L
B2222J,B,Other,10,PUBLIC,0,PK,12,427,J,1,0,,,,,High,High,High->High,S-M
B2223N,B,Other,10,PUBLIC,1,3,8,544,N,0,1,10/04/2018,10/15/2018,211,200,Middle,Middle,Middle->Middle,M-L
B2225J,B,Other,11,PUBLIC,1,PK,8,409,J,0,1,10/30/2018,11/08/2018,218,209,Middle,Middle,Middle->Middle,S-M
B2238K,B,Houston,10,PUBLIC,1,6,8,894,K,1,1,10/05/2018,09/15/2018,245,265,Middle,Middle,Middle->Middle,L
B223M,B,Other,5,PUBLIC,1,7,8,708,M,1,1,09/22/2018,09/13/2018,204,213,Middle,Middle,Middle->Middle,M-L
B2241O,B,Southern California,5,PUBLIC,1,K,8,825,O,0,1,10/03/2018,10/03/2018,201,201,Middle,Middle,Middle->Middle,L
B2255J,B,Other,10,PUBLIC,0,7,8,261,J,1,0,,,,,Middle,Middle,Middle->Middle,S
B2257N,B,Other,9,PUBLIC,1,6,8,750,N,0,1,09/15/2018,09/16/2018,222,221,Middle,Middle,Middle->Middle,L
B2258L,B,Pacific Northwest,5,PUBLIC,1,7,9,744,L,1,1,09/22/2018,10/05/2018,194,181,High,High,High->High,L
B2261E,B,Other,10,PUBLIC,0,6,8,414,E,1,0,,,,,Middle,Middle,Middle->Middle,S-M
B2264M,B,Other,5,PUBLIC,1,7,8,1036,M,0,1,09/14/2018,09/13/2018,265,266,Middle,Middle,Middle->Middle,L
B2266K,B,Other,9,PUBLIC,1,7,12,582,K,0,1,09/17/2018,09/19/2018,258,256,Middle,Middle,Middle->Middle,M-L
B226J,B,Other,10,PUBLIC,1,7,12,362,J,1,1,10/27/2018,10/28/2018,217,216,Middle,Middle,Middle->Middle,S-M
B2274K,B,Other,5,PUBLIC,1,K,8,460,K,1,1,09/13/2018,09/02/2018,209,220,Middle,Middle,Middle->Middle,S-M
B2278L,B,Other,9,PUBLIC,1,9,12,1834,L,0,1,09/17/2018,09/20/2018,276,273,High,High,High->High,L
B2279J,B,Other,9,PUBLIC,1,7,9,1334,J,1,1,09/17/2018,09/20/2018,260,257,Middle,High,Middle->High,L
B227O,B,Southern California,6,PUBLIC,1,7,12,1585,O,0,2,05/11/2018,09/19/2018,413,282,High,High,High->High,L
B2284M,B,Pacific Northwest,5,PUBLIC,1,5,7,564,M,1,1,10/01/2018,09/29/2018,181,183,Middle,Middle,Middle->Middle,M-L
B2285J,B,Other,4,PUBLIC,1,K,6,385,J,0,2,05/21/2018,09/10/2018,345,233,Elementary,Elementary,Elementary->Elementary,S-M
B2287N,B,Southern California,5,PUBLIC,1,6,8,1061,N,1,1,09/12/2018,09/09/2018,212,215,Middle,Middle,Middle->Middle,L
B2294L,B,Other,9,PUBLIC,1,7,9,901,L,1,1,09/15/2018,09/15/2018,253,253,Middle,Middle,Middle->Middle,L
B2297O,B,Southern California,5,PUBLIC,1,6,8,1025,O,1,1,10/06/2018,09/28/2018,193,201,Middle,Middle,Middle->Middle,L
B2303N,B,Other,10,PUBLIC,0,6,8,490,N,1,0,,,,,Middle,Middle,Middle->Middle,S-M
B2304Q,B,Northern California,5,PUBLIC,1,6,8,1001,Q,0,1,09/19/2018,09/28/2018,197,188,Middle,Middle,Middle->Middle,L
B2307N,B,Northern California,9,PUBLIC,1,6,8,668,N,0,2,03/27/2018,08/21/2018,438,291,Middle,Middle,Middle->Middle,M-L
B2309L,B,Other,4,PUBLIC,1,6,6,424,L,1,1,09/22/2018,09/19/2018,261,264,Middle,Middle,Middle->Middle,S-M
B2311P,B,Southern California,5,PUBLIC,1,7,8,768,P,0,2,02/19/2018,10/06/2018,402,173,Middle,Middle,Middle->Middle,M-L
B2313Q,B,Other,5,PUBLIC,1,6,8,1054,Q,0,1,08/22/2018,09/02/2018,219,208,Undefined,Undefined,Undefined->Undefined,L
B2314G,B,Other,11,PUBLIC,1,7,9,838,G,1,1,10/03/2018,10/01/2018,161,163,Middle,High,Middle->High,M-L
B2315I,B,Other,9,PUBLIC,1,7,9,558,I,0,1,10/29/2018,11/01/2018,238,235,Middle,Middle,Middle->Middle,S-M
B2324L,B,Southern California,8,PUBLIC,1,9,12,837,L,0,1,10/22/2018,10/17/2018,234,239,High,High,High->High,L
B2329M,B,Northern California,5,PUBLIC,1,6,8,325,M,1,1,09/07/2018,08/27/2018,261,272,Middle,Middle,Middle->Middle,S
B2330O,B,Other,5,PUBLIC,1,6,8,644,O,1,1,09/26/2018,09/14/2018,226,238,Middle,Middle,Middle->Middle,M-L
B2334J,B,Other,10,PUBLIC,1,6,8,694,J,1,2,04/28/2018,08/17/2018,360,249,Middle,Middle,Middle->Middle,M-L
B2335O,B,Southern California,4,PUBLIC,1,K,6,722,O,1,1,09/10/2018,09/13/2018,247,244,Elementary,Elementary,Elementary->Elementary,M-L
B2336N,B,Other,8,PUBLIC,1,9,12,1472,N,1,1,09/20/2018,09/19/2018,249,250,High,High,High->High,L
B2337N,B,Other,10,PUBLIC,1,6,8,590,N,0,1,11/15/2018,11/19/2018,198,194,Middle,Middle,Middle->Middle,S-M
B233Z,B,Other,5,PUBLIC,1,6,8,342,Z,0,1,09/23/2018,10/01/2018,250,242,Middle,Middle,Middle->Middle,S
B2341M,B,Other,5,PUBLIC,1,7,8,975,M,0,1,09/11/2018,09/14/2018,277,274,Middle,Middle,Middle->Middle,L
B2344P,B,Northern California,5,PUBLIC,0,6,8,714,P,0,0,,,,,Middle,Middle,Middle->Middle,M-L
B2346P,B,Southern California,5,PUBLIC,1,7,8,1065,P,1,1,09/15/2018,09/19/2018,205,201,Middle,Middle,Middle->Middle,L
B2347G,B,Pacific Northwest,5,PUBLIC,1,6,8,444,G,0,1,09/03/2018,09/01/2018,198,200,Middle,Middle,Middle->Middle,S-M
B2350J,B,Other,11,PUBLIC,1,6,8,151,J,1,1,09/17/2018,09/08/2018,258,267,Middle,Middle,Middle->Middle,S
B2351N,B,Southern California,5,PUBLIC,1,6,8,1026,N,0,1,09/02/2018,09/17/2018,227,212,Middle,Middle,Middle->Middle,L
B2352G,B,Other,1,PUBLIC,1,6,8,663,G,0,2,09/02/2018,09/24/2018,289,267,Middle,Middle,Middle->Middle,M-L
B2353L,B,Houston,10,PUBLIC,0,6,8,795,L,1,0,,,,,Undefined,Undefined,Undefined->Undefined,L
B235O,B,Other,11,PUBLIC,1,6,8,665,O,0,1,08/26/2018,08/31/2018,240,235,Middle,Middle,Middle->Middle,M-L
B2360N,B,Dallas,8,PUBLIC,1,9,9,668,N,1,1,09/11/2018,09/24/2018,255,242,High,High,High->High,M-L
B2368D,B,Other,10,PUBLIC,1,PK,8,358,D,1,2,04/03/2018,08/27/2018,408,262,Middle,Middle,Middle->Middle,S-M
B2375L,B,Other,10,PUBLIC,1,6,8,880,L,0,1,09/08/2018,09/05/2018,252,255,Middle,Middle,Middle->Middle,L
B2381K,B,Other,11,PUBLIC,1,6,8,1211,K,0,2,04/19/2018,09/21/2018,321,166,Middle,Middle,Middle->Middle,L
B2382L,B,Other,11,PUBLIC,1,K,8,1566,L,1,1,08/18/2018,08/30/2018,275,263,Middle,Middle,Middle->Middle,L
B2384O,B,Houston,5,PUBLIC,1,6,8,1120,O,0,1,08/29/2018,09/05/2018,193,186,Middle,Middle,Middle->Middle,L
B2398I,B,Other,10,PUBLIC,1,6,8,360,I,0,2,04/15/2018,10/30/2018,340,142,Middle,Middle,Middle->Middle,S-M
B2400P,B,Other,11,PUBLIC,1,6,8,788,P,0,1,09/21/2018,09/26/2018,230,225,Middle,Middle,Middle->Middle,M-L
B2402J,B,Other,9,PUBLIC,1,6,8,210,J,1,1,05/24/2018,05/26/2018,297,295,Middle,Middle,Middle->Middle,S
B2403G,B,Other,4,PUBLIC,1,K,8,215,G,0,1,09/23/2018,09/20/2018,248,251,Middle,Middle,Middle->Middle,S
B2419P,B,Other,4,PUBLIC,1,K,6,668,P,1,2,02/16/2018,08/25/2018,486,296,Elementary,Middle,Elementary->Middle,M-L
B2421I,B,Other,11,PUBLIC,1,6,8,665,I,1,1,10/03/2018,09/21/2018,208,220,Middle,Middle,Middle->Middle,M-L
B2426M,B,Houston,10,PUBLIC,1,6,8,386,M,0,1,09/07/2018,09/01/2018,174,180,Middle,Middle,Middle->Middle,S-M
B2430H,B,Other,10,PUBLIC,1,6,8,344,H,1,1,08/23/2018,09/02/2018,291,281,Middle,High,Middle->High,S
B2439L,B,Dallas,9,PUBLIC,1,5,8,381,L,1,1,09/15/2018,09/10/2018,252,257,Middle,Middle,Middle->Middle,S-M
B243M,B,Dallas,4,PUBLIC,1,PK,5,596,M,0,1,09/19/2018,09/13/2018,257,263,Elementary,Middle,Elementary->Middle,M-L
B2440I,B,Other,5,PUBLIC,1,7,9,803,I,0,1,09/22/2018,09/23/2018,181,180,Middle,High,Middle->High,M-L
B2441M,B,Southern California,5,PUBLIC,1,6,8,1195,M,1,1,09/04/2018,09/05/2018,280,279,Middle,Middle,Middle->Middle,L
B2442O,B,Southern California,5,PUBLIC,1,7,8,1015,O,1,1,10/02/2018,10/03/2018,267,266,Middle,Middle,Middle->Middle,L
B2443O,B,Southern California,5,PUBLIC,1,K,8,1059,O,1,1,09/11/2018,09/04/2018,210,217,Middle,Middle,Middle->Middle,L
B2444O,B,Northern California,5,PUBLIC,1,6,8,911,O,0,2,04/11/2018,10/05/2018,420,243,Middle,Middle,Middle->Middle,L
B2447O,B,Dallas,9,PUBLIC,1,6,8,187,O,0,1,09/30/2018,10/03/2018,228,225,Middle,Middle,Middle->Middle,S
B2450Q,B,Southern California,4,PUBLIC,1,K,5,289,Q,0,1,10/23/2018,10/07/2018,215,231,Elementary,Elementary,Elementary->Elementary,S
B2455L,B,Northern California,10,PUBLIC,1,K,8,655,L,1,1,09/08/2018,09/22/2018,274,260,Middle,Middle,Middle->Middle,M-L
B2458N,B,Other,9,PUBLIC,0,9,12,1822,N,1,0,,,,,High,High,High->High,L
B2461G,B,Other,11,PUBLIC,1,6,8,215,G,1,1,09/07/2018,09/07/2018,219,219,Middle,Middle,Middle->Middle,S
B2462J,B,Other,10,PUBLIC,1,6,8,624,J,0,1,09/26/2018,09/17/2018,184,193,Middle,Middle,Middle->Middle,M-L
B2463O,B,Other,4,PUBLIC,1,K,5,640,O,0,2,05/11/2018,09/13/2018,386,261,Elementary,Elementary,Elementary->Elementary,M-L
B2464K,B,Other,10,PUBLIC,1,6,8,961,K,0,1,09/02/2018,09/07/2018,222,217,Middle,Middle,Middle->Middle,L
B2466H,B,Other,7,PUBLIC,1,6,8,505,H,1,2,05/09/2018,09/15/2018,285,156,Middle,Middle,Middle->Middle,S-M
B2468M,B,Houston,4,PUBLIC,1,5,6,771,M,1,2,09/16/2018,09/25/2018,260,251,Elementary,Middle,Elementary->Middle,M-L
B2471N,B,Southern California,5,PUBLIC,1,6,8,1040,N,0,1,09/20/2018,09/09/2018,211,222,Middle,Middle,Middle->Middle,L
B2473K,B,Other,10,PUBLIC,1,7,8,828,K,1,2,03/07/2018,09/23/2018,449,249,Middle,High,Middle->High,M-L
B2474M,B,Pacific Northwest,5,PUBLIC,1,K,8,405,M,0,1,09/03/2018,09/17/2018,205,191,Middle,Middle,Middle->Middle,S-M
B2475P,B,Other,5,PUBLIC,1,K,8,464,P,0,2,04/08/2018,10/02/2018,419,242,Middle,Middle,Middle->Middle,S-M
B2477D,B,Houston,11,PUBLIC,1,6,8,925,D,0,1,09/25/2018,10/03/2018,162,154,Middle,Middle,Middle->Middle,L
B2483P,B,Other,4,PUBLIC,0,PK,5,774,P,1,0,,,,,Elementary,Undefined,Elementary->Undefined,M-L
B2485K,B,Pacific Northwest,5,PUBLIC,1,K,8,530,K,1,1,09/16/2018,09/21/2018,194,189,Middle,Middle,Middle->Middle,S-M
B248F,B,Other,10,PUBLIC,1,6,8,409,F,1,1,09/17/2018,09/18/2018,265,264,Middle,Middle,Middle->Middle,S-M
B2494L,B,Other,6,PUBLIC,1,6,8,901,L,1,1,09/26/2018,09/28/2018,266,264,Middle,High,Middle->High,L
B2496M,B,Southern California,5,PUBLIC,1,7,8,1027,M,0,1,09/09/2018,09/21/2018,200,188,Middle,Middle,Middle->Middle,L
B2498J,B,Other,10,PUBLIC,0,6,8,496,J,0,0,,,,,Middle,Middle,Middle->Middle,S-M
B2499M,B,Southern California,4,PUBLIC,1,K,5,718,M,0,1,09/21/2018,09/26/2018,241,236,Elementary,Elementary,Elementary->Elementary,M-L
B2502M,B,Other,6,PUBLIC,1,6,8,708,M,0,2,09/22/2018,09/17/2018,246,251,Middle,Middle,Middle->Middle,M-L
B2504K,B,Other,10,PUBLIC,1,6,8,676,K,0,1,09/20/2018,09/09/2018,175,186,Middle,Middle,Middle->Middle,M-L
B250P,B,Southern California,5,PUBLIC,1,6,8,1522,P,0,1,09/30/2018,09/14/2018,206,222,Middle,Middle,Middle->Middle,L
B2510L,B,Dallas,11,PUBLIC,1,6,8,841,L,1,1,11/05/2018,10/31/2018,213,218,Middle,Middle,Middle->Middle,L
B2513I,B,Other,6,PUBLIC,1,6,8,738,I,0,2,04/17/2018,09/18/2018,297,143,Middle,Middle,Middle->Middle,M-L
B2520F,B,Other,10,PUBLIC,1,K,12,302,F,0,1,09/05/2018,09/08/2018,259,256,Middle,Middle,Middle->Middle,S
B2521K,B,Other,10,PUBLIC,0,6,8,450,K,0,0,,,,,Middle,Middle,Middle->Middle,S-M
B2522O,B,Southern California,5,PUBLIC,0,6,8,888,O,1,0,,,,,Middle,Middle,Middle->Middle,L
B2523N,B,Pacific Northwest,5,PUBLIC,1,7,9,731,N,1,1,09/30/2018,09/16/2018,260,274,Middle,High,Middle->High,M-L
B2525L,B,Northern California,5,PUBLIC,1,6,8,846,L,1,1,09/22/2018,09/29/2018,188,181,Middle,Middle,Middle->Middle,L
B2529M,B,Other,5,PUBLIC,0,6,8,644,M,1,0,,,,,Middle,Middle,Middle->Middle,M-L
B2533O,B,Other,6,PUBLIC,1,6,8,528,O,0,1,10/03/2018,09/25/2018,262,270,Middle,Middle,Middle->Middle,S-M
B2534G,B,Other,9,PUBLIC,1,7,12,407,G,1,1,09/03/2018,08/23/2018,269,280,Middle,Middle,Middle->Middle,S-M
B2537Q,B,Southern California,5,PUBLIC,0,7,8,1102,Q,0,0,,,,,Middle,Middle,Middle->Middle,L
B2538M,B,Dallas,9,PUBLIC,1,7,8,226,M,1,1,09/22/2018,09/06/2018,256,272,Middle,Middle,Middle->Middle,S
B2540P,B,Southern California,5,PUBLIC,1,7,8,744,P,0,2,02/22/2018,09/24/2018,393,179,Middle,Middle,Middle->Middle,M-L
B2541I,B,Other,10,PUBLIC,1,6,8,342,I,0,2,04/16/2018,10/22/2018,346,157,Middle,Middle,Middle->Middle,S-M
B2545F,B,Dallas,10,PUBLIC,1,K,8,440,F,0,2,04/30/2018,09/17/2018,410,270,Middle,Middle,Middle->Middle,S-M
B2546I,B,Other,9,PUBLIC,0,9,12,1048,I,1,0,,,,,High,High,High->High,L
B2549I,B,Other,11,PUBLIC,1,7,8,996,I,1,1,09/28/2018,09/20/2018,217,225,Middle,Middle,Middle->Middle,L
B2552O,B,Southern California,4,PUBLIC,1,K,5,1077,O,0,1,09/19/2018,09/11/2018,197,205,Elementary,Elementary,Elementary->Elementary,L
B2554N,B,Southern California,8,PUBLIC,1,9,12,3353,N,1,2,09/08/2018,09/23/2018,200,185,High,High,High->High,L
B2555P,B,Northern California,5,PUBLIC,1,6,8,848,P,0,1,09/15/2018,09/18/2018,223,220,Middle,Middle,Middle->Middle,L
B2556M,B,Pacific Northwest,5,PUBLIC,1,6,8,1039,M,1,1,09/24/2018,10/11/2018,261,244,Middle,High,Middle->High,L
B255P,B,Southern California,6,PUBLIC,1,7,12,3362,P,1,1,09/24/2018,09/27/2018,179,176,Middle,Middle,Middle->Middle,L
B2561Q,B,Southern California,5,PUBLIC,1,7,8,1322,Q,1,1,09/03/2018,09/07/2018,211,207,Middle,Middle,Middle->Middle,L
B2569B,B,Other,10,PUBLIC,0,7,8,404,B,0,0,,,,,Middle,Middle,Middle->Middle,S-M
B2570J,B,Pacific Northwest,4,PUBLIC,1,K,5,465,J,1,2,09/09/2018,11/12/2018,275,211,Elementary,Elementary,Elementary->Elementary,S-M
B2573H,B,Northern California,8,PUBLIC,0,9,12,2119,H,0,0,,,,,Undefined,Undefined,Undefined->Undefined,L
B2574P,B,Houston,10,PUBLIC,1,6,8,1270,P,1,1,09/06/2018,09/22/2018,186,170,Middle,Middle,Middle->Middle,L
B2577Q,B,Southern California,5,PUBLIC,1,7,12,2577,Q,1,2,05/17/2018,10/03/2018,281,142,Middle,Middle,Middle->Middle,L
B2579E,B,Other,1,PUBLIC,0,K,12,61,E,1,0,,,,,Middle,Middle,Middle->Middle,S
B2584E,B,Other,6,PUBLIC,1,6,8,633,E,1,1,10/07/2018,10/13/2018,247,241,Middle,Middle,Middle->Middle,M-L
B2586M,B,Other,10,PUBLIC,1,3,8,595,M,0,2,04/10/2018,09/14/2018,418,261,Middle,Middle,Middle->Middle,S-M
B2588M,B,Northern California,4,PUBLIC,1,K,8,482,M,0,1,09/08/2018,09/13/2018,269,264,Middle,Middle,Middle->Middle,S-M
B2589L,B,Northern California,11,PUBLIC,1,6,8,69,L,1,1,09/08/2018,09/03/2018,265,270,Middle,Middle,Middle->Middle,S
B2595H,B,Other,11,PUBLIC,1,PK,8,462,H,0,1,09/07/2018,09/05/2018,269,271,Middle,High,Middle->High,S-M
B2596L,B,Pacific Northwest,5,PUBLIC,1,6,8,819,L,1,2,09/20/2018,09/17/2018,276,279,Middle,Middle,Middle->Middle,M-L
B2597L,B,Other,4,PUBLIC,1,K,5,601,L,0,2,04/07/2018,09/17/2018,366,203,Elementary,Elementary,Elementary->Elementary,S-M
B25L,B,Other,10,PUBLIC,0,6,8,831,L,1,0,,,,,Undefined,Undefined,Undefined->Undefined,M-L
B2601M,B,Southern California,5,PUBLIC,1,6,8,1251,M,0,1,08/26/2018,08/29/2018,288,285,Middle,Middle,Middle->Middle,L
B2603P,B,Southern California,6,PUBLIC,1,6,8,1064,P,1,1,09/24/2018,09/26/2018,260,258,Middle,Middle,Middle->Middle,L
B2607Q,B,Other,5,PUBLIC,1,6,8,691,Q,1,2,03/28/2018,09/22/2018,392,214,Middle,Middle,Middle->Middle,M-L
B260N,B,Other,10,PUBLIC,1,7,8,1205,N,1,2,03/28/2018,09/04/2018,429,269,Middle,Middle,Middle->Middle,L
B2610E,B,Other,6,PUBLIC,1,6,8,584,E,1,1,10/09/2018,10/04/2018,245,250,Middle,Middle,Middle->Middle,M-L
B2611O,B,Other,9,PUBLIC,1,2,12,1979,O,1,2,05/09/2018,10/29/2018,306,133,Middle,Undefined,Middle->Undefined,L
B2612Q,B,Southern California,4,PUBLIC,1,K,5,536,Q,1,1,09/23/2018,09/22/2018,188,189,Elementary,Elementary,Elementary->Elementary,M-L
B2622P,B,Pacific Northwest,5,PUBLIC,1,7,8,692,P,1,2,05/26/2018,09/24/2018,305,184,Middle,Middle,Middle->Middle,M-L
B2623L,B,Other,10,PUBLIC,1,K,8,844,L,0,1,09/10/2018,09/11/2018,260,259,Middle,Middle,Middle->Middle,M-L
B2624L,B,Houston,4,PUBLIC,1,PK,5,725,L,0,1,09/18/2018,09/28/2018,261,251,Middle,Middle,Middle->Middle,M-L
B2628H,B,Other,10,PUBLIC,1,6,8,819,H,1,1,09/08/2018,08/26/2018,230,243,Middle,Middle,Middle->Middle,L
B2629N,B,Southern California,5,PUBLIC,1,6,8,1038,N,0,1,09/21/2018,09/20/2018,168,169,Middle,Middle,Middle->Middle,L
B262K,B,Other,11,PUBLIC,0,6,8,1065,K,1,0,,,,,Middle,Middle,Middle->Middle,L
B2631O,B,Southern California,5,PUBLIC,0,7,8,1046,O,1,0,,,,,Middle,Middle,Middle->Middle,L
B2633M,B,Dallas,9,PUBLIC,1,6,8,237,M,1,2,05/16/2018,08/24/2018,293,193,Middle,Middle,Middle->Middle,S
B2635H,B,Other,10,PUBLIC,1,6,8,930,H,1,1,11/10/2018,11/13/2018,190,187,Middle,Middle,Middle->Middle,L
